event_1,fighter_1_1,fighter_2_1,fighter_1_result_1,fighter_2_result_1,fighter_1_knockdowns_1,fighter_2_knockdowns_1,fighter_1_ss_1,fighter_2_ss_1,fighter_1_ss_pct_1,fighter_2_ss_pct_1,fighter_1_total_strikes_1,fighter_2_total_strikes_1,fighter_1_takedowns_1,fighter_2_takedowns_1,fighter_1_takedown_pct_1,fighter_2_takedown_pct_1,fighter_1_submission_attempts_1,fighter_2_submission_attempts_1,fighter_1_reverses_1,fighter_2_reverses_1,fighter_1_control_1,fighter_2_control_1,fighter_1_head_ss_1,fighter_2_head_ss_1,fighter_1_body_ss_1,fighter_2_body_ss_1,fighter_1_leg_ss_1,fighter_2_leg_ss_1,fighter_1_distance_ss_1,fighter_2_distance_ss_1,fighter_1_clinch_ss_1,fighter_2_clinch_ss_1,fighter_1_ground_ss_1,fighter_2_ground_ss_1,original_order,fighter_1_knockdowns_previous,fighter_1_ss_previous,fighter_1_ss_pct_previous,fighter_1_total_strikes_previous,fighter_1_takedowns_previous,fighter_1_takedown_pct_previous,fighter_1_submission_attempts_previous,fighter_1_reverses_previous,fighter_1_control_previous,fighter_1_head_ss_previous,fighter_1_body_ss_previous,fighter_1_leg_ss_previous,fighter_1_distance_ss_previous,fighter_1_clinch_ss_previous,fighter_1_ground_ss_previous,fighter_2_knockdowns_previous,fighter_2_ss_previous,fighter_2_ss_pct_previous,fighter_2_total_strikes_previous,fighter_2_takedowns_previous,fighter_2_takedown_pct_previous,fighter_2_submission_attempts_previous,fighter_2_reverses_previous,fighter_2_control_previous,fighter_2_head_ss_previous,fighter_2_body_ss_previous,fighter_2_leg_ss_previous,fighter_2_distance_ss_previous,fighter_2_clinch_ss_previous,fighter_2_ground_ss_previous,Name,Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_Kung-Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Wrestler,Style_Wrestling,Style_Taekwondo,Age,Height,Reach,Name_fighter2,Wins_fighter2,Losses_fighter2,Draws_fighter2,Style_Boxing_fighter2,Style_Brawler_fighter2,Style_Brazilian Jiu-Jitsu_fighter2,Style_Freestyle_fighter2,Style_Grappler_fighter2,Style_Jiu-Jitsu_fighter2,Style_Judo_fighter2,Style_Karate_fighter2,Style_Kickboxer_fighter2,Style_Kung Fu_fighter2,Style_Kung-Fu_fighter2,Style_MMA_fighter2,Style_Muay Thai_fighter2,Style_Sambo_fighter2,Style_Striker_fighter2,Style_Wrestler_fighter2,Style_Wrestling_fighter2,Style_Taekwondo_fighter2,Age_fighter2,Height_fighter2,Reach_fighter2
UFC 245: Usman vs. Covington,Ketlen Vieira,Irene Aldana,L,W,0.0,1.0,0.263157895,0.366197183,0.26,0.36,0.263157895,0.366197183,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253333333,0.25,1.0,0.538461538,0.0,1.0,0.263157895,0.347826087,0.0,0.0,0.0,1.0,741,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[0.0, 0.0]","[0.421875, 0.376681614]","[0.42, 0.37]","[0.421875, 0.379464286]","[1.0, 0.0]","[1.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.373333333, 0.278106509]","[0.818181818, 0.642857143]","[0.75, 0.7]","[0.401709402, 0.369668246]","[0.684210526, 0.5]","[0.333333333, 0.0]",Ketlen Vieira,0.5384615384615385,0.1428571428571428,0.0,False,False,False,False,False,False,True,False,False,False,,False,False,False,False,False,False,False,0.44,0.9315068493150684,0.6129032258064515,Irene Aldana,0.576923076923077,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.6,0.9452054794520548,0.6451612903225805
UFC 253: Adesanya vs. Costa,Ketlen Vieira,Sijara Eubanks,W,L,0.0,0.0,0.397660819,0.463087248,0.39,0.46,0.458128079,0.473684211,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393939394,0.333333333,0.5,0.647058824,0.0,1.0,0.390532544,0.454545455,1.0,0.666666667,0.0,0.666666667,646,[0.0],[0.263157895],[0.26],[0.263157895],[0.0],[nan],[0.0],[0.0],[0.0],[0.253333333],[1.0],[0.0],[0.263157895],[0.0],[0.0],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Ketlen Vieira,0.5384615384615385,0.1428571428571428,0.0,False,False,False,False,False,False,True,False,False,False,,False,False,False,False,False,False,False,0.44,0.9315068493150684,0.6129032258064515,Sijara Eubanks,0.3076923076923077,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.68,0.8767123287671232,0.5483870967741935
UFC 287: Pereira vs. Adesanya 2,Kevin Holland,Santiago Ponzinibbio,W,L,1.0,0.0,0.335025381,0.423076923,0.33,0.42,0.338383838,0.423076923,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173913043,0.206896552,0.47826087,0.368421053,0.861111111,0.925925926,0.331550802,0.435643564,0.333333333,0.0,0.5,0.0,215,"[0.0, 1.0]","[0.833333333, 0.657894737]","[0.83, 0.65]","[0.875, 0.662337662]","[0.0, 0.0]","[nan, nan]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.823529412, 0.5]","[0.0, 0.6]","[1.0, 1.0]","[0.5, 0.653846154]","[1.0, 0.0]","[0.857142857, 0.695652174]",[0.0],[0.397379913],[0.39],[0.397379913],[0.25],[0.25],[0.0],[0.0],[0.0],[0.317948718],[0.705882353],[1.0],[0.394736842],[1.0],[0.0],Kevin Holland,0.6842105263157894,0.5238095238095237,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,0.4583333333333332,0.9493670886075948,0.8409090909090913,Santiago Ponzinibbio,0.7894736842105263,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,0.7083333333333333,0.9113924050632912,0.4772727272727275
UFC 302: Makhachev vs. Poirier,Kevin Holland,Michal Oleksiejczuk,W,L,0.0,0.0,0.470588235,0.444444444,0.47,0.44,0.470588235,0.473684211,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.384615385,0.333333333,0.75,1.0,0.0,0.0,0.470588235,0.461538462,0.0,0.0,0.0,0.4,29,"[0.0, 1.0, 1.0, 0.0]","[0.833333333, 0.657894737, 0.335025381, 0.475409836]","[0.83, 0.65, 0.33, 0.47]","[0.875, 0.662337662, 0.338383838, 0.646464646]","[0.0, 0.0, 0.0, 0.4]","[nan, nan, nan, 0.4]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.823529412, 0.5, 0.173913043, 0.297297297]","[0.0, 0.6, 0.47826087, 0.666666667]","[1.0, 1.0, 0.861111111, 0.777777778]","[0.5, 0.653846154, 0.331550802, 0.382978723]","[1.0, 0.0, 0.333333333, 0.8]","[0.857142857, 0.695652174, 0.5, 0.777777778]","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.584615385, 0.459016393, 0.581818182, 0.398843931, 0.25]","[0.58, 0.45, 0.58, 0.39, 0.25]","[0.660818713, 0.534722222, 0.581818182, 0.409090909, 0.25]","[0.666666667, 0.0, 0.0, 0.5, 0.0]","[0.66, 0.0, 0.0, 0.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.449438202, 0.322580645, 0.5625, 0.36875, 0.0]","[0.878787879, 0.896551724, 0.714285714, 0.769230769, 1.0]","[0.875, 0.0, 0.0, 0.0, 0.0]","[0.558333333, 0.445378151, 0.604166667, 0.388235294, 0.25]","[0.75, 1.0, 0.0, 1.0, 0.0]","[1.0, 0.0, 0.428571429, 0.0, 0.0]",Kevin Holland,0.6842105263157894,0.5238095238095237,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,0.4583333333333332,0.9493670886075948,0.8409090909090913,Michal Oleksiejczuk,0.5,0.4285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.375,0.9113924050632912,0.5227272727272729
UFC 244: Masvidal vs. Diaz,Kevin Lee,Gregor Gillespie,W,L,1.0,0.0,0.355932203,0.195652174,0.35,0.19,0.355932203,0.195652174,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345454545,0.177777778,0.5,0.0,0.0,1.0,0.357142857,0.195652174,0.0,0.0,1.0,0.0,752,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Kevin Lee,0.4736842105263157,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,0.4166666666666667,0.8860759493670886,0.6590909090909092,Gregor Gillespie,0.3684210526315789,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.8481012658227848,0.3863636363636367
UFC 219: Cyborg vs. Holm,Khalil Rountree Jr.,Michal Oleksiejczuk,NC,NC,0.0,0.0,0.288888889,0.584615385,0.28,0.58,0.338383838,0.660818713,0.0,0.666666667,,0.66,1.0,0.0,0.0,0.0,0.0,0.0,0.241830065,0.449438202,0.571428571,0.878787879,0.5,0.875,0.257309942,0.558333333,0.888888889,0.75,0.0,1.0,1041,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Khalil Rountree Jr.,0.3684210526315789,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5833333333333333,0.9240506329113924,0.6363636363636367,Michal Oleksiejczuk,0.5,0.4285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.375,0.9113924050632912,0.5227272727272729
UFC 257: Poirier vs. McGregor,Khalil Rountree Jr.,Marcin Prachnio,L,W,0.0,0.0,0.331081081,0.472222222,0.33,0.47,0.33557047,0.477272727,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241666667,0.251908397,0.722222222,0.743589744,0.7,0.869565217,0.335616438,0.473933649,0.0,0.4,0.0,0.0,606,[0.0],[0.288888889],[0.28],[0.338383838],[0.0],[nan],[1.0],[0.0],[0.0],[0.241830065],[0.571428571],[0.5],[0.257309942],[0.888888889],[0.0],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Khalil Rountree Jr.,0.3684210526315789,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5833333333333333,0.9240506329113924,0.6363636363636367,Marcin Prachnio,0.4473684210526315,0.3809523809523809,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.9493670886075948,0.5227272727272729
UFC 265: Lewis vs. Gane,King Green,Rafael Fiziev,L,W,0.0,0.0,0.543726236,0.466367713,0.54,0.46,0.543726236,0.466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472081218,0.356060606,0.755555556,0.590909091,0.761904762,0.659574468,0.536964981,0.452830189,0.833333333,0.727272727,0.0,0.0,504,"[0.0, 0.0]","[0.579710145, 0.524475524]","[0.57, 0.52]","[0.611842105, 0.590909091]","[0.5, 0.0]","[0.5, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.571428571, 0.197183099]","[0.571428571, 0.818181818]","[0.8, 0.871794872]","[0.53968254, 0.483870968]","[1.0, 0.789473684]","[1.0, 0.0]",[1.0],[0.6],[0.6],[0.6],[0.0],[0.0],[0.0],[0.0],[0.0],[0.388888889],[0.7],[1.0],[0.588235294],[0.0],[1.0],King Green,0.8421052631578947,0.7619047619047619,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.7083333333333333,0.8860759493670886,0.3863636363636367,Rafael Fiziev,0.3157894736842105,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,0.4583333333333332,0.8607594936708861,0.4090909090909091
UFC 300: Pereira vs. Hill,King Green,Jim Miller,W,L,1.0,0.0,0.5830721,0.395833333,0.58,0.39,0.584375,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555102041,0.281553398,0.714285714,0.555555556,0.555555556,0.782608696,0.566101695,0.390070922,0.875,0.666666667,0.75,0.0,63,"[0.0, 0.0, 0.0, 0.0]","[0.579710145, 0.524475524, 0.543726236, 0.529577465]","[0.57, 0.52, 0.54, 0.52]","[0.611842105, 0.590909091, 0.543726236, 0.529577465]","[0.5, 0.0, 0.0, 0.0]","[0.5, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.571428571, 0.197183099, 0.472081218, 0.485623003]","[0.571428571, 0.818181818, 0.755555556, 0.8125]","[0.8, 0.871794872, 0.761904762, 1.0]","[0.53968254, 0.483870968, 0.536964981, 0.529577465]","[1.0, 0.789473684, 0.833333333, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.333333333, 0.352112676, 0.486956522, 0.525925926, 0.436363636]","[0.25, 0.33, 0.35, 0.48, 0.52, 0.43]","[0.269230769, 0.384615385, 0.369863014, 0.508333333, 0.553333333, 0.451327434]","[0.0, 0.333333333, 0.2, 0.0, 0.166666667, 0.25]","[0.0, 0.33, 0.2, 0.0, 0.16, 0.25]","[1.0, 1.0, 0.0, 0.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.113924051, 0.285714286, 0.215686275, 0.402173913, 0.367346939, 0.2]","[0.583333333, 0.666666667, 0.7, 0.769230769, 1.0, 0.652173913]","[1.0, 0.0, 0.7, 0.9, 0.882352941, 0.909090909]","[0.215053763, 0.333333333, 0.265306122, 0.461538462, 0.474576271, 0.392857143]","[0.714285714, 0.0, 0.545454545, 0.571428571, 0.866666667, 0.733333333]","[0.0, 0.0, 0.0, 1.0, 1.0, 0.363636364]",King Green,0.8421052631578947,0.7619047619047619,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.7083333333333333,0.8860759493670886,0.3863636363636367,Jim Miller,0.9736842105263156,0.8571428571428571,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,0.8333333333333333,0.8607594936708861,0.3863636363636367
UFC 304: Edwards vs. Muhammad 2,King Green,Paddy Pimblett,L,W,0.0,0.0,0.714285714,0.615384615,0.71,0.61,0.714285714,0.625,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.333333333,0.5,0.6,0.0,1.0,0.666666667,0.714285714,0.615384615,0.0,0.0,0.0,0.0,2,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.579710145, 0.524475524, 0.543726236, 0.529577465, 0.5830721]","[0.57, 0.52, 0.54, 0.52, 0.58]","[0.611842105, 0.590909091, 0.543726236, 0.529577465, 0.584375]","[0.5, 0.0, 0.0, 0.0, 1.0]","[0.5, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.571428571, 0.197183099, 0.472081218, 0.485623003, 0.555102041]","[0.571428571, 0.818181818, 0.755555556, 0.8125, 0.714285714]","[0.8, 0.871794872, 0.761904762, 1.0, 0.555555556]","[0.53968254, 0.483870968, 0.536964981, 0.529577465, 0.566101695]","[1.0, 0.789473684, 0.833333333, 0.0, 0.875]","[1.0, 0.0, 0.0, 0.0, 0.75]",[1.0],[0.642424242],[0.64],[0.695852535],[0.25],[0.25],[0.0],[0.0],[0.0],[0.57480315],[0.764705882],[0.952380952],[0.605504587],[0.0],[0.714285714],King Green,0.8421052631578947,0.7619047619047619,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.7083333333333333,0.8860759493670886,0.3863636363636367,Paddy Pimblett,0.5789473684210527,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.375,0.8860759493670886,0.4772727272727275
UFC 288: Sterling vs. Cejudo,Kron Gracie,Charles Jourdain,L,W,0.0,0.0,0.561403509,0.476190476,0.56,0.47,0.791666667,0.657894737,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486486486,0.406896552,0.166666667,0.875,0.928571429,1.0,0.561403509,0.391304348,0.0,0.8,0.0,1.0,204,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Kron Gracie,0.0526315789473684,0.0,0.0699588477366255,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,0.5833333333333333,0.8734177215189873,0.3409090909090913,Charles Jourdain,0.3947368421052631,0.3809523809523809,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,0.3333333333333332,0.8734177215189873,0.2954545454545454
UFC 292: Sterling vs. O'Malley,Kurt Holobaugh,Austin Hubbard,W,L,0.0,0.0,0.512605042,0.411214953,0.51,0.41,0.590277778,0.488,0.0,0.333333333,,0.33,2.0,0.0,0.0,0.0,0.0,0.0,0.455445545,0.290697674,0.833333333,0.894736842,0.833333333,1.0,0.471698113,0.356321839,0.9,0.75,0.666666667,0.5,160,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0.0],[0.546666667],[0.54],[0.569620253],[0.0],[0.0],[0.0],[0.0],[0.0],[0.520833333],[0.571428571],[0.615384615],[0.552238806],[0.5],[0.0],Kurt Holobaugh,0.5789473684210527,0.3809523809523809,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.7083333333333333,0.8987341772151899,0.3409090909090913,Austin Hubbard,0.4210526315789473,0.3333333333333333,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.5,0.8860759493670886,0.3863636363636367
UFC 289: Nunes vs. Aldana,Kyle Nelson,Blake Bilder,W,L,0.0,0.0,0.468253968,0.375,0.46,0.37,0.553333333,0.528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315789474,0.270833333,0.64516129,0.5,0.789473684,0.85,0.459677419,0.378151261,1.0,0.0,0.0,0.0,197,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0.0],[0.584210526],[0.58],[0.611650485],[0.142857143],[0.14],[0.0],[0.0],[0.0],[0.462686567],[0.647058824],[0.974358974],[0.587912088],[0.6],[0.333333333],Kyle Nelson,0.3947368421052631,0.238095238095238,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,0.5,0.8987341772151899,0.3863636363636367,Blake Bilder,0.2105263157894736,0.0952380952380952,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.5416666666666667,0.8881698783994927,0.4571483784237942
UFC 209: Woodley vs. Thompson 2,Lando Vannata,David Teymur,L,W,0.0,0.0,0.539007092,0.46875,0.53,0.46,0.548611111,0.482233503,1.0,0.285714286,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.404494382,0.351145038,0.625,0.617647059,0.892857143,0.851851852,0.527559055,0.442424242,0.642857143,0.62962963,0.0,0.0,1166,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Lando Vannata,0.3157894736842105,0.3333333333333333,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.4583333333333332,0.8734177215189873,0.3863636363636367,David Teymur,0.2105263157894736,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.5833333333333333,0.8734177215189873,0.4772727272727275
UFC 216: Ferguson vs. Lee,Lando Vannata,King Green,D,D,1.0,0.0,0.448275862,0.400862069,0.44,0.4,0.464435146,0.422764228,0.8,0.333333333,0.8,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.372222222,0.338461538,0.59375,0.681818182,0.9,0.8,0.432038835,0.352380952,0.666666667,0.863636364,0.529411765,0.0,1076,[0.0],[0.539007092],[0.53],[0.548611111],[1.0],[1.0],[0.0],[0.0],[0.0],[0.404494382],[0.625],[0.892857143],[0.527559055],[0.642857143],[0.0],"[0.0, 0.0]","[0.6, 0.418439716]","[0.6, 0.41]","[0.650943396, 0.434482759]","[1.0, 0.0]","[1.0, 0.0]","[1.0, 0.0]","[2.0, 0.0]","[0.0, 0.0]","[0.53125, 0.227848101]","[0.736842105, 0.621621622]","[0.857142857, 0.72]","[0.386363636, 0.414814815]","[1.0, 0.5]","[0.756756757, 0.0]",Lando Vannata,0.3157894736842105,0.3333333333333333,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.4583333333333332,0.8734177215189873,0.3863636363636367,King Green,0.8421052631578947,0.7619047619047619,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.7083333333333333,0.8860759493670886,0.3863636363636367
UFC 226: Miocic vs. Cormier,Lando Vannata,Drakkar Klose,L,W,0.0,0.0,0.37593985,0.56122449,0.37,0.56,0.44,0.618644068,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.426470588,0.5,0.9,0.739130435,0.85,0.324561404,0.467532468,0.684210526,0.904761905,0.0,0.0,962,"[0.0, 1.0]","[0.539007092, 0.448275862]","[0.53, 0.44]","[0.548611111, 0.464435146]","[1.0, 0.8]","[1.0, 0.8]","[0.0, 1.0]","[0.0, 0.0]","[0.0, 0.0]","[0.404494382, 0.372222222]","[0.625, 0.59375]","[0.892857143, 0.9]","[0.527559055, 0.432038835]","[0.642857143, 0.666666667]","[0.0, 0.529411765]",[0.0],[0.39],[0.39],[0.466101695],[0.285714286],[0.28],[0.0],[0.0],[0.0],[0.268292683],[1.0],[0.666666667],[0.363636364],[0.545454545],[1.0],Lando Vannata,0.3157894736842105,0.3333333333333333,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.4583333333333332,0.8734177215189873,0.3863636363636367,Drakkar Klose,0.3947368421052631,0.0952380952380952,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.8734177215189873,0.3409090909090913
UFC 185: Pettis vs Dos Anjos,Larissa Pacheco,Germaine de Randamie,L,W,0.0,0.0,0.133333333,0.345238095,0.13,0.34,0.196969697,0.360465116,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333333,0.342105263,0.25,0.0,0.375,0.5,0.133333333,0.337349398,0.0,1.0,0.0,0.0,1423,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0.0],[0.609756098],[0.6],[0.713043478],[0.0],[0.0],[0.0],[0.0],[0.0],[0.225],[1.0],[0.944444444],[0.355555556],[0.918918919],[0.0],Larissa Pacheco,0.0769230769230769,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.2800000000000001,0.8767123287671232,0.6774193548387095,Germaine de Randamie,0.3846153846153846,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.7600000000000001,0.9452054794520548,0.8064516129032255
UFC 236: Holloway vs. Poirier 2,Lauren Mueller,Poliana Botelho,L,W,0.0,0.0,0.405172414,0.55952381,0.4,0.55,0.576923077,0.752475248,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32183908,0.422222222,0.5,0.636363636,0.909090909,0.823529412,0.385321101,0.471428571,0.8,1.0,0.5,1.0,855,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0.0],[0.638095238],[0.63],[0.740566038],[1.0],[1.0],[0.0],[0.0],[0.0],[0.586666667],[0.76],[0.8],[0.348837209],[0.838709677],[0.0],Lauren Mueller,0.1923076923076923,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.4,0.8904109589041096,0.5483870967741935,Poliana Botelho,0.3076923076923077,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.5200000000000001,0.9315068493150684,0.5483870967741935
UFC 247: Jones vs. Reyes,Lauren Murphy,Andrea Lee,W,L,0.0,0.0,0.406091371,0.389513109,0.4,0.38,0.469298246,0.394833948,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.386740331,0.262886598,0.6,0.666666667,1.0,0.863636364,0.394736842,0.379310345,0.714285714,0.8,0.0,1.0,718,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0.0],[0.445255474],[0.44],[0.562162162],[0.6],[0.6],[0.0],[0.0],[0.0],[0.178082192],[0.666666667],[0.88],[0.431818182],[0.666666667],[1.0],Lauren Murphy,0.6153846153846154,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.7200000000000001,0.8904109589041096,0.5483870967741935,Andrea Lee,0.5,0.4761904761904761,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.5600000000000002,0.9041095890410958,0.7096774193548385
UFC 254: Khabib vs. Gaethje,Lauren Murphy,Liliya Shakirova,W,L,0.0,0.0,0.258823529,0.306666667,0.25,0.3,0.333333333,0.3375,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.205128205,0.155555556,0.857142857,0.411764706,0.0,0.692307692,0.166666667,0.306666667,0.727272727,0.0,1.0,0.0,635,[0.0],[0.406091371],[0.4],[0.469298246],[0.5],[0.5],[0.0],[1.0],[0.0],[0.386740331],[0.6],[1.0],[0.394736842],[0.714285714],[0.0],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Lauren Murphy,0.6153846153846154,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.7200000000000001,0.8904109589041096,0.5483870967741935,Liliya Shakirova,0.0769230769230769,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.4,0.8889035806844025,0.4685351665785302
