event_1,fighter_1_1,fighter_2_1,fighter_1_result_1,fighter_2_result_1,fighter_1_knockdowns_1,fighter_2_knockdowns_1,fighter_1_ss_1,fighter_2_ss_1,fighter_1_ss_pct_1,fighter_2_ss_pct_1,fighter_1_total_strikes_1,fighter_2_total_strikes_1,fighter_1_takedowns_1,fighter_2_takedowns_1,fighter_1_takedown_pct_1,fighter_2_takedown_pct_1,fighter_1_submission_attempts_1,fighter_2_submission_attempts_1,fighter_1_reverses_1,fighter_2_reverses_1,fighter_1_control_1,fighter_2_control_1,fighter_1_head_ss_1,fighter_2_head_ss_1,fighter_1_body_ss_1,fighter_2_body_ss_1,fighter_1_leg_ss_1,fighter_2_leg_ss_1,fighter_1_distance_ss_1,fighter_2_distance_ss_1,fighter_1_clinch_ss_1,fighter_2_clinch_ss_1,fighter_1_ground_ss_1,fighter_2_ground_ss_1,original_order,fighter_1_knockdowns_previous,fighter_1_ss_previous,fighter_1_ss_pct_previous,fighter_1_total_strikes_previous,fighter_1_takedowns_previous,fighter_1_takedown_pct_previous,fighter_1_submission_attempts_previous,fighter_1_reverses_previous,fighter_1_control_previous,fighter_1_head_ss_previous,fighter_1_body_ss_previous,fighter_1_leg_ss_previous,fighter_1_distance_ss_previous,fighter_1_clinch_ss_previous,fighter_1_ground_ss_previous,fighter_2_knockdowns_previous,fighter_2_ss_previous,fighter_2_ss_pct_previous,fighter_2_total_strikes_previous,fighter_2_takedowns_previous,fighter_2_takedown_pct_previous,fighter_2_submission_attempts_previous,fighter_2_reverses_previous,fighter_2_control_previous,fighter_2_head_ss_previous,fighter_2_body_ss_previous,fighter_2_leg_ss_previous,fighter_2_distance_ss_previous,fighter_2_clinch_ss_previous,fighter_2_ground_ss_previous,Name,Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_Kung-Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Wrestler,Style_Wrestling,Style_Taekwondo,Age,Height,Reach,Name_fighter2,Wins_fighter2,Losses_fighter2,Draws_fighter2,Style_Boxing_fighter2,Style_Brawler_fighter2,Style_Brazilian Jiu-Jitsu_fighter2,Style_Freestyle_fighter2,Style_Grappler_fighter2,Style_Jiu-Jitsu_fighter2,Style_Judo_fighter2,Style_Karate_fighter2,Style_Kickboxer_fighter2,Style_Kung Fu_fighter2,Style_Kung-Fu_fighter2,Style_MMA_fighter2,Style_Muay Thai_fighter2,Style_Sambo_fighter2,Style_Striker_fighter2,Style_Wrestler_fighter2,Style_Wrestling_fighter2,Style_Taekwondo_fighter2,Age_fighter2,Height_fighter2,Reach_fighter2
UFC 290: Volkanovski vs. Rodriguez,Alexander Volkanovski,Yair Rodriguez,W,L,0.0,0.0,0.680412371,0.5,0.68,0.5,0.752525253,0.553398058,0.583333333,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695652174,0.265306122,0.8,0.785714286,0.608695652,0.941176471,0.555555556,0.493506494,0.666666667,0.0,0.804347826,0.666666667,176,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.608333333, 0.503676471, 0.606232295, 0.647887324, 0.534946237]","[0.6, 0.5, 0.6, 0.64, 0.53]","[0.664556962, 0.505454545, 0.607427056, 0.666666667, 0.541114058]","[0.666666667, 0.333333333, 0.0, 0.5, 0.0]","[0.66, 0.33, nan, 0.5, nan]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.553398058, 0.397515528, 0.540740741, 0.596491228, 0.481012658]","[1.0, 0.6, 0.769230769, 0.769230769, 0.791666667]","[0.857142857, 0.663366337, 0.842105263, 0.896551724, 0.875]","[0.444444444, 0.513207547, 0.622047244, 0.627027027, 0.514705882]","[0.625, 0.166666667, 0.5, 0.833333333, 0.75]","[0.621359223, 0.0, 0.569892473, 0.75, 0.0]",[0.0],[0.380952381],[0.38],[0.50877193],[0.0],[0.0],[1.0],[0.0],[0.0],[0.358974359],[1.0],[0.5],[0.166666667],[0.5],[0.55],Alexander Volkanovski,0.6842105263157894,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.625,0.8354430379746836,0.4090909090909091,Yair Rodriguez,0.4210526315789473,0.238095238095238,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.4583333333333332,0.8987341772151899,0.3863636363636367
UFC 298: Volkanovski vs. Topuria,Alexander Volkanovski,Ilia Topuria,L,W,0.0,1.0,0.439252336,0.454545455,0.43,0.45,0.439252336,0.461538462,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308823529,0.320754717,0.5,0.75,0.882352941,0.75,0.431372549,0.4,0.6,1.0,0.0,1.0,79,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.608333333, 0.503676471, 0.606232295, 0.647887324, 0.534946237, 0.680412371]","[0.6, 0.5, 0.6, 0.64, 0.53, 0.68]","[0.664556962, 0.505454545, 0.607427056, 0.666666667, 0.541114058, 0.752525253]","[0.666666667, 0.333333333, 0.0, 0.5, 0.0, 0.583333333]","[0.66, 0.33, nan, 0.5, nan, 0.58]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.553398058, 0.397515528, 0.540740741, 0.596491228, 0.481012658, 0.695652174]","[1.0, 0.6, 0.769230769, 0.769230769, 0.791666667, 0.8]","[0.857142857, 0.663366337, 0.842105263, 0.896551724, 0.875, 0.608695652]","[0.444444444, 0.513207547, 0.622047244, 0.627027027, 0.514705882, 0.555555556]","[0.625, 0.166666667, 0.5, 0.833333333, 0.75, 0.666666667]","[0.621359223, 0.0, 0.569892473, 0.75, 0.0, 0.804347826]","[0.0, 1.0]","[0.5625, 0.519480519]","[0.56, 0.51]","[0.5625, 0.569892473]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 1.0]","[0.0, 0.0]","[0.0, 0.0]","[0.458333333, 0.53968254]","[1.0, 0.384615385]","[0.833333333, 1.0]","[0.375, 0.453125]","[0.0, 0.75]","[0.625, 0.888888889]",Alexander Volkanovski,0.6842105263157894,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.625,0.8354430379746836,0.4090909090909091,Ilia Topuria,0.3947368421052631,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.2916666666666667,0.8481012658227848,0.2954545454545454
UFC 254: Khabib vs. Gaethje,Alexander Volkov,Walt Harris,W,L,0.0,0.0,0.616438356,0.275862069,0.61,0.27,0.616438356,0.275862069,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542372881,0.155555556,1.0,0.555555556,0.666666667,1.0,0.608695652,0.285714286,0.75,0.0,0.0,0.0,633,[0.0],[0.67032967],[0.67],[0.675675676],[0.0],[nan],[0.0],[0.0],[0.0],[0.583333333],[0.852941176],[1.0],[0.668789809],[0.68],[0.0],"[0.0, 0.0]","[0.0, 0.258064516]","[0.0, 0.25]","[0.0, 0.273684211]","[0.0, 0.333333333]","[0.0, 0.33]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.180555556]","[0.0, 0.55]","[0.0, 0.0]","[0.0, 0.247058824]","[0.0, 0.375]","[0.0, 0.0]",Alexander Volkov,1.0,0.4761904761904761,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.625,1.0,0.7954545454545459,Walt Harris,0.3421052631578947,0.4761904761904761,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.8333333333333333,0.9746835443037974,0.6590909090909092
UFC 267: Blachowicz vs. Teixeira,Alexander Volkov,Marcin Tybura,W,L,0.0,0.0,0.539568345,0.417266187,0.53,0.41,0.581699346,0.464968153,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452991453,0.333333333,1.0,0.882352941,1.0,0.8,0.473684211,0.388429752,0.818181818,0.611111111,1.0,0.0,475,"[0.0, 0.0]","[0.67032967, 0.616438356]","[0.67, 0.61]","[0.675675676, 0.616438356]","[0.0, 0.0]","[nan, nan]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.583333333, 0.542372881]","[0.852941176, 1.0]","[1.0, 0.666666667]","[0.668789809, 0.608695652]","[0.68, 0.75]","[0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Alexander Volkov,1.0,0.4761904761904761,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.625,1.0,0.7954545454545459,Marcin Tybura,0.6578947368421052,0.4285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.75,0.9493670886075948,0.7045454545454546
UFC 240: Holloway vs. Edgar,Alexandre Pantoja,Deiveson Figueiredo,L,W,0.0,1.0,0.40397351,0.592920354,0.4,0.59,0.425,0.606837607,0.2,0.666666667,0.2,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.336065574,0.540816327,0.642857143,0.923076923,0.733333333,1.0,0.366412214,0.58974359,0.684210526,0.578947368,0.0,0.625,804,[0.0],[0.373737374],[0.37],[0.496296296],[0.333333333],[0.33],[2.0],[0.0],[0.0],[0.329268293],[0.6],[0.571428571],[0.347826087],[0.75],[0.666666667],[1.0],[0.653846154],[0.65],[0.677419355],[0.666666667],[0.66],[4.0],[0.0],[0.0],[0.588235294],[0.75],[1.0],[0.666666667],[1.0],[0.615384615],Alexandre Pantoja,0.7368421052631579,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5833333333333333,0.8227848101265822,0.2045454545454545,Deiveson Figueiredo,0.631578947368421,0.1428571428571428,0.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.8227848101265822,0.25
UFC 277: Pena vs. Nunes 2,Alexandre Pantoja,Alex Perez,W,L,0.0,0.0,0.666666667,0.714285714,0.66,0.71,0.666666667,0.714285714,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.636363636,0.692307692,1.0,0.0,0.0,1.0,0.636363636,0.769230769,1.0,0.0,0.0,0.0,347,"[0.0, 0.0]","[0.373737374, 0.40397351]","[0.37, 0.4]","[0.496296296, 0.425]","[0.333333333, 0.2]","[0.33, 0.2]","[2.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.329268293, 0.336065574]","[0.6, 0.642857143]","[0.571428571, 0.733333333]","[0.347826087, 0.366412214]","[0.75, 0.684210526]","[0.666666667, 0.0]","[2.0, 0.0]","[0.475409836, 0.428571429]","[0.47, 0.42]","[0.475409836, 0.428571429]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.307692308, 0.333333333]","[0.5, 0.5]","[0.833333333, 1.0]","[0.436363636, 0.384615385]","[0.833333333, 0.0]","[0.0, 1.0]",Alexandre Pantoja,0.7368421052631579,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5833333333333333,0.8227848101265822,0.2045454545454545,Alex Perez,0.6578947368421052,0.4285714285714285,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.5,0.8354430379746836,0.1363636363636367
UFC 296: Edwards vs. Covington,Alexandre Pantoja,Brandon Royval,W,L,0.0,0.0,0.608974359,0.544117647,0.6,0.54,0.646153846,0.720512821,0.571428571,0.0,0.57,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.485148515,0.528497409,0.733333333,0.777777778,0.96,1.0,0.569230769,0.514124294,0.833333333,0.833333333,0.8,0.714285714,104,"[0.0, 0.0, 0.0]","[0.373737374, 0.40397351, 0.666666667]","[0.37, 0.4, 0.66]","[0.496296296, 0.425, 0.666666667]","[0.333333333, 0.2, 1.0]","[0.33, 0.2, 1.0]","[2.0, 0.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.329268293, 0.336065574, 0.636363636]","[0.6, 0.642857143, 1.0]","[0.571428571, 0.733333333, 0.0]","[0.347826087, 0.366412214, 0.636363636]","[0.75, 0.684210526, 1.0]","[0.666666667, 0.0, 0.0]","[2.0, 0.0]","[0.549295775, 0.326923077]","[0.54, 0.32]","[0.6, 0.387096774]","[0.0, 0.0]","[0.0, 0.0]","[1.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.482142857, 0.184210526]","[0.777777778, 0.625]","[0.833333333, 0.833333333]","[0.53125, 0.3]","[0.666666667, 0.0]","[1.0, 1.0]",Alexandre Pantoja,0.7368421052631579,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5833333333333333,0.8227848101265822,0.2045454545454545,Brandon Royval,0.4210526315789473,0.3333333333333333,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.4583333333333332,0.8734177215189873,0.25
UFC 301: Pantoja vs. Erceg,Alexandre Pantoja,Steve Erceg,W,L,0.0,0.0,0.516528926,0.523584906,0.51,0.52,0.545801527,0.553648069,0.473684211,0.166666667,0.47,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.407608696,0.480662983,0.846153846,0.695652174,0.894736842,1.0,0.463768116,0.516908213,0.875,0.75,0.789473684,1.0,39,"[0.0, 0.0, 0.0, 0.0]","[0.373737374, 0.40397351, 0.666666667, 0.608974359]","[0.37, 0.4, 0.66, 0.6]","[0.496296296, 0.425, 0.666666667, 0.646153846]","[0.333333333, 0.2, 1.0, 0.571428571]","[0.33, 0.2, 1.0, 0.57]","[2.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.329268293, 0.336065574, 0.636363636, 0.485148515]","[0.6, 0.642857143, 1.0, 0.733333333]","[0.571428571, 0.733333333, 0.0, 0.96]","[0.347826087, 0.366412214, 0.636363636, 0.569230769]","[0.75, 0.684210526, 1.0, 0.833333333]","[0.666666667, 0.0, 0.0, 0.8]",[0.0],[0.385714286],[0.38],[0.394366197],[0.75],[0.75],[1.0],[0.0],[0.0],[0.277227723],[0.615384615],[0.769230769],[0.351145038],[0.875],[1.0],Alexandre Pantoja,0.7368421052631579,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5833333333333333,0.8227848101265822,0.2045454545454545,Steve Erceg,0.3157894736842105,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.375,0.8607594936708861,0.25
UFC 161: Evans vs Henderson,Alexis Davis,Rosi Sexton,W,L,0.0,0.0,0.602739726,0.557377049,0.6,0.55,0.721973094,0.727848101,0.0,0.5,0.0,0.5,3.0,0.0,2.0,1.0,0.0,0.0,0.540983607,0.534482759,0.888888889,1.0,1.0,1.0,0.489361702,0.48,0.846153846,0.0,0.769230769,1.0,1758,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Alexis Davis,0.8076923076923077,0.5238095238095237,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.68,0.9041095890410958,0.6129032258064515,Rosi Sexton,0.5,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,1.0,0.8630136986301369,0.2903225806451615
UFC 170: Rousey vs McMann,Alexis Davis,Jessica Eye,W,L,0.0,0.0,0.469026549,0.423423423,0.46,0.42,0.64,0.511111111,0.666666667,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.390625,0.402061856,0.5,0.0,0.594594595,0.615384615,0.43956044,0.408163265,0.5,0.538461538,0.75,0.0,1619,[0.0],[0.602739726],[0.6],[0.721973094],[0.0],[0.0],[3.0],[2.0],[0.0],[0.540983607],[0.888888889],[1.0],[0.489361702],[0.846153846],[0.769230769],[0.0],[0.311004785],[0.31],[0.392405063],[0.0],[0.0],[0.0],[0.0],[0.0],[0.221590909],[0.75],[0.846153846],[0.237804878],[0.577777778],[0.0],Alexis Davis,0.8076923076923077,0.5238095238095237,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.68,0.9041095890410958,0.6129032258064515,Jessica Eye,0.576923076923077,0.5238095238095237,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.6,0.9041095890410958,0.4838709677419355
UFC 186: Johnson vs Horiguchi,Alexis Davis,Sarah Kaufman,W,L,0.0,0.0,0.343434343,0.5,0.34,0.5,0.377358491,0.539007092,0.333333333,0.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.233766234,0.411111111,0.636363636,0.666666667,0.818181818,0.714285714,0.318681319,0.423423423,0.625,0.916666667,0.0,1.0,1395,"[0.0, 0.0]","[0.602739726, 0.469026549]","[0.6, 0.46]","[0.721973094, 0.64]","[0.0, 0.666666667]","[0.0, 0.66]","[3.0, 0.0]","[2.0, 0.0]","[0.0, 0.0]","[0.540983607, 0.390625]","[0.888888889, 0.5]","[1.0, 0.594594595]","[0.489361702, 0.43956044]","[0.846153846, 0.5]","[0.769230769, 0.75]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Alexis Davis,0.8076923076923077,0.5238095238095237,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.68,0.9041095890410958,0.6129032258064515,Sarah Kaufman,0.6538461538461539,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.64,0.8904109589041096,0.5483870967741935
UFC 182: Jones vs Cormier,Alexis Dufresne,Marion Reneau,L,W,0.0,0.0,0.24137931,0.384615385,0.24,0.38,0.270491803,0.387387387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088607595,0.342245989,0.375,0.454545455,0.620689655,0.916666667,0.232142857,0.368932039,0.5,0.642857143,0.0,0.0,1468,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Alexis Dufresne,0.1923076923076923,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.4691428571428572,0.9452054794520548,0.6129032258064515,Marion Reneau,0.3461538461538461,0.3809523809523809,0.5,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False,1.0,0.9041095890410958,0.6129032258064515
UFC 238: Cejudo vs. Moraes,Aljamain Sterling,Pedro Munhoz,W,L,0.0,0.0,0.498567335,0.396226415,0.49,0.39,0.5,0.401486989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492,0.27672956,0.493150685,0.453125,0.576923077,0.761904762,0.50887574,0.39688716,0.181818182,0.375,0.0,0.0,825,"[0.0, 0.0, 0.0]","[0.51552795, 0.58677686, 0.445945946]","[0.51, 0.58, 0.44]","[0.658536585, 0.674698795, 0.6]","[0.333333333, 1.0, 0.222222222]","[0.33, 1.0, 0.22]","[0.0, 0.0, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.311111111, 0.50617284, 0.410714286]","[0.836363636, 0.652173913, 0.538461538]","[0.5625, 0.882352941, 0.6]","[0.452991453, 0.43902439, 0.254901961]","[0.833333333, 0.875, 0.75]","[0.625, 0.903225806, 0.894736842]","[0.0, 0.0, 1.0]","[0.33, 0.401162791, 0.531914894]","[0.33, 0.4, 0.53]","[0.376146789, 0.414772727, 0.549019608]","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.107142857, 0.330508475, 0.444444444]","[0.571428571, 0.538461538, 1.0]","[0.652173913, 0.6, 0.75]","[0.336734694, 0.381818182, 0.473684211]","[0.0, 0.8, 0.5]","[0.0, 1.0, 0.857142857]",Aljamain Sterling,0.631578947368421,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,0.625,0.8481012658227848,0.3863636363636367,Pedro Munhoz,0.5263157894736842,0.4285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,0.7083333333333333,0.8354430379746836,0.0909090909090912
UFC 250: Nunes vs. Spencer,Aljamain Sterling,Cory Sandhagen,W,L,0.0,0.0,0.666666667,0.5,0.66,0.5,0.833333333,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.666666667,0.0,0.666666667,0.5,0.0,0.0,0.0,0.0,680,"[0.0, 0.0, 0.0, 0.0]","[0.51552795, 0.58677686, 0.445945946, 0.498567335]","[0.51, 0.58, 0.44, 0.49]","[0.658536585, 0.674698795, 0.6, 0.5]","[0.333333333, 1.0, 0.222222222, 0.0]","[0.33, 1.0, 0.22, 0.0]","[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.311111111, 0.50617284, 0.410714286, 0.492]","[0.836363636, 0.652173913, 0.538461538, 0.493150685]","[0.5625, 0.882352941, 0.6, 0.576923077]","[0.452991453, 0.43902439, 0.254901961, 0.50887574]","[0.833333333, 0.875, 0.75, 0.181818182]","[0.625, 0.903225806, 0.894736842, 0.0]",[0.0],[0.534482759],[0.53],[0.577777778],[0.0],[0.0],[0.0],[1.0],[0.0],[0.343283582],[0.761904762],[0.821428571],[0.509259259],[0.75],[1.0],Aljamain Sterling,0.631578947368421,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,0.625,0.8481012658227848,0.3863636363636367,Cory Sandhagen,0.4473684210526315,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5,0.8987341772151899,0.3409090909090913
UFC 273: Volkanovski vs. The Korean Zombie,Aljamain Sterling,Petr Yan,W,L,0.0,0.0,0.563636364,0.611650485,0.56,0.61,0.636363636,0.747311828,0.090909091,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439393939,0.450704225,0.742857143,0.944444444,0.777777778,1.0,0.5,0.575,0.714285714,0.727272727,0.789473684,0.75,395,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.51552795, 0.58677686, 0.445945946, 0.498567335, 0.666666667]","[0.51, 0.58, 0.44, 0.49, 0.66]","[0.658536585, 0.674698795, 0.6, 0.5, 0.833333333]","[0.333333333, 1.0, 0.222222222, 0.0, 0.0]","[0.33, 1.0, 0.22, 0.0, 0.0]","[0.0, 0.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.311111111, 0.50617284, 0.410714286, 0.492, 0.0]","[0.836363636, 0.652173913, 0.538461538, 0.493150685, 0.0]","[0.5625, 0.882352941, 0.6, 0.576923077, 0.666666667]","[0.452991453, 0.43902439, 0.254901961, 0.50887574, 0.666666667]","[0.833333333, 0.875, 0.75, 0.181818182, 0.0]","[0.625, 0.903225806, 0.894736842, 0.0, 0.0]","[0.0, 2.0]","[0.644067797, 0.296296296]","[0.64, 0.29]","[0.696551724, 0.302083333]","[0.75, 0.333333333]","[0.75, 0.33]","[1.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.569767442, 0.240963855]","[0.851851852, 0.684210526]","[0.8, 0.75]","[0.538461538, 0.251497006]","[1.0, 0.833333333]","[0.8125, 0.4]",Aljamain Sterling,0.631578947368421,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,0.625,0.8481012658227848,0.3863636363636367,Petr Yan,0.4473684210526315,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.4583333333333332,0.8544303797468354,0.2045454545454545
UFC 288: Sterling vs. Cejudo,Aljamain Sterling,Henry Cejudo,W,L,0.0,0.0,0.642857143,0.568965517,0.64,0.56,0.712643678,0.652968037,0.266666667,0.375,0.26,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.455357143,0.353535354,0.833333333,0.810810811,0.894736842,0.894736842,0.591954023,0.539473684,0.857142857,0.761904762,1.0,1.0,200,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.51552795, 0.58677686, 0.445945946, 0.498567335, 0.666666667, 0.563636364, 0.774193548]","[0.51, 0.58, 0.44, 0.49, 0.66, 0.56, 0.77]","[0.658536585, 0.674698795, 0.6, 0.5, 0.833333333, 0.636363636, 0.817679558]","[0.333333333, 1.0, 0.222222222, 0.0, 0.0, 0.090909091, 0.625]","[0.33, 1.0, 0.22, 0.0, 0.0, 0.09, 0.62]","[0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.311111111, 0.50617284, 0.410714286, 0.492, 0.0, 0.439393939, 0.746666667]","[0.836363636, 0.652173913, 0.538461538, 0.493150685, 0.0, 0.742857143, 0.866666667]","[0.5625, 0.882352941, 0.6, 0.576923077, 0.666666667, 0.777777778, 1.0]","[0.452991453, 0.43902439, 0.254901961, 0.50887574, 0.666666667, 0.5, 0.566666667]","[0.833333333, 0.875, 0.75, 0.181818182, 0.0, 0.714285714, 0.5]","[0.625, 0.903225806, 0.894736842, 0.0, 0.0, 0.789473684, 0.898305085]","[0.0, 0.0]","[0.537634409, 0.346938776]","[0.53, 0.34]","[0.685185185, 0.449438202]","[0.857142857, 0.272727273]","[0.85, 0.27]","[1.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.451612903, 0.25]","[0.724137931, 0.72]","[0.5, 0.666666667]","[0.365384615, 0.258333333]","[0.705882353, 0.772727273]","[0.791666667, 0.6]",Aljamain Sterling,0.631578947368421,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,0.625,0.8481012658227848,0.3863636363636367,Henry Cejudo,0.4210526315789473,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,0.7083333333333333,0.810126582278481,0.0681818181818183
