event,fighter_1,fighter_2,fighter_1_result,fighter_2_result,fighter_1_knockdowns,fighter_2_knockdowns,fighter_1_ss,fighter_2_ss,fighter_1_ss_pct,fighter_2_ss_pct,fighter_1_total_strikes,fighter_2_total_strikes,fighter_1_takedowns,fighter_2_takedowns,fighter_1_takedown_pct,fighter_2_takedown_pct,fighter_1_submission_attempts,fighter_2_submission_attempts,fighter_1_reverses,fighter_2_reverses,fighter_1_control,fighter_2_control,fighter_1_head_ss,fighter_2_head_ss,fighter_1_body_ss,fighter_2_body_ss,fighter_1_leg_ss,fighter_2_leg_ss,fighter_1_distance_ss,fighter_2_distance_ss,fighter_1_clinch_ss,fighter_2_clinch_ss,fighter_1_ground_ss,fighter_2_ground_ss
UFC on FOX: Velasquez vs Dos Santos,Cain Velasquez,Junior Dos Santos,L,W,0,1,7 of 14,8 of 13,50%,61%,7 of 14,12 of 19,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:08,3 of 9,6 of 10,0 of 0,2 of 3,4 of 5,0 of 0,7 of 14,4 of 8,0 of 0,0 of 0,0 of 0,4 of 5
UFC on FOX: Velasquez vs Dos Santos,Clay Guida,Benson Henderson,L,W,0,1,11 of 40,40 of 89,27%,44%,35 of 65,102 of 158,2 of 9,2 of 7,22%,28%,4,0,0,0,2:49,7:27,4 of 27,16 of 56,5 of 11,23 of 30,2 of 2,1 of 3,6 of 25,7 of 37,5 of 15,21 of 38,0 of 0,12 of 14
UFC on FOX: Velasquez vs Dos Santos,Dustin Poirier,Pablo Garza,W,L,0,0,17 of 47,14 of 34,36%,41%,31 of 63,24 of 44,1 of 1,0 of 2,100%,0%,1,1,0,0,2:55,0:00,14 of 41,1 of 12,1 of 3,5 of 10,2 of 3,8 of 12,9 of 27,13 of 28,3 of 3,1 of 6,5 of 17,0 of 0
UFC on FOX: Velasquez vs Dos Santos,Cub Swanson,Ricardo Lamas,L,W,0,0,17 of 43,9 of 30,39%,30%,20 of 47,17 of 38,1 of 1,2 of 4,100%,50%,1,1,0,0,0:42,2:54,10 of 29,2 of 20,2 of 4,6 of 6,5 of 10,1 of 4,15 of 40,3 of 20,0 of 1,0 of 0,2 of 2,6 of 10
UFC on FOX: Velasquez vs Dos Santos,DaMarques Johnson,Clay Harvison,W,L,1,0,6 of 20,6 of 21,30%,28%,6 of 20,6 of 21,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,6 of 20,2 of 17,0 of 0,0 of 0,0 of 0,4 of 4,5 of 19,6 of 21,0 of 0,0 of 0,1 of 1,0 of 0
UFC on FOX: Velasquez vs Dos Santos,Norifumi Yamamoto,Darren Uyenoyama,L,W,0,0,15 of 28,15 of 18,53%,83%,27 of 40,84 of 100,1 of 4,2 of 3,25%,66%,0,1,1,1,4:10,5:48,7 of 19,7 of 9,6 of 7,6 of 7,2 of 2,2 of 2,10 of 22,5 of 8,3 of 3,3 of 3,2 of 3,7 of 7
UFC on FOX: Velasquez vs Dos Santos,Mackens Semerzier,Robert Peralta,NC,NC,0,2,50 of 92,39 of 99,54%,39%,65 of 108,65 of 129,1 of 5,0 of 0,20%,---,0,0,0,0,4:31,0:24,12 of 49,23 of 77,19 of 21,9 of 15,19 of 22,7 of 7,33 of 72,20 of 75,11 of 13,6 of 9,6 of 7,13 of 15
UFC on FOX: Velasquez vs Dos Santos,Alex Caceres,Cole Escovedo,W,L,0,0,102 of 174,24 of 58,58%,41%,110 of 182,28 of 63,0 of 0,2 of 4,---,50%,1,0,0,0,0:51,1:56,59 of 126,8 of 33,31 of 34,11 of 15,12 of 14,5 of 10,93 of 163,24 of 56,6 of 7,0 of 2,3 of 4,0 of 0
UFC on FOX: Velasquez vs Dos Santos,Mike Pierce,Paul Bradley,W,L,0,0,75 of 144,63 of 145,52%,43%,133 of 206,69 of 155,0 of 1,0 of 4,0%,0%,0,0,0,0,0:36,1:03,51 of 116,46 of 124,14 of 14,10 of 11,10 of 14,7 of 10,59 of 127,51 of 130,13 of 14,12 of 15,3 of 3,0 of 0
UFC on FOX: Velasquez vs Dos Santos,Aaron Rosa,Matt Lucas,W,L,0,0,59 of 99,19 of 39,59%,48%,256 of 311,48 of 75,0 of 0,1 of 10,---,10%,0,0,0,0,0:52,6:52,25 of 63,19 of 39,29 of 31,0 of 0,5 of 5,0 of 0,18 of 55,14 of 34,41 of 44,4 of 4,0 of 0,1 of 1
UFC 138: Leben vs Munoz,Chris Leben,Mark Munoz,L,W,0,0,12 of 35,39 of 74,34%,52%,61 of 88,55 of 92,2 of 2,5 of 9,100%,55%,2,0,0,0,1:26,6:16,8 of 30,22 of 56,3 of 3,16 of 17,1 of 2,1 of 1,4 of 17,5 of 11,6 of 11,5 of 9,2 of 7,29 of 54
UFC 138: Leben vs Munoz,Brad Pickett,Renan Barao,L,W,0,1,10 of 56,37 of 98,17%,37%,10 of 56,38 of 99,0 of 0,0 of 1,---,0%,0,1,0,0,0:00,0:46,9 of 50,29 of 82,1 of 6,3 of 9,0 of 0,5 of 7,10 of 56,33 of 84,0 of 0,0 of 0,0 of 0,4 of 14
UFC 138: Leben vs Munoz,Thiago Alves,Papy Abedi,W,L,1,0,25 of 45,14 of 38,55%,36%,30 of 51,15 of 39,0 of 0,0 of 0,---,---,1,0,0,0,0:31,0:40,17 of 35,9 of 32,3 of 3,4 of 5,5 of 7,1 of 1,12 of 30,9 of 32,1 of 1,5 of 6,12 of 14,0 of 0
UFC 138: Leben vs Munoz,Cyrille Diabate,Anthony Perosh,L,W,0,0,17 of 37,17 of 38,45%,44%,27 of 49,20 of 43,0 of 0,2 of 6,---,33%,0,3,0,0,0:15,4:05,9 of 27,17 of 38,8 of 9,0 of 0,0 of 1,0 of 0,13 of 31,2 of 13,0 of 0,0 of 0,4 of 6,15 of 25
UFC 138: Leben vs Munoz,Terry Etim,Edward Faaloloto,W,L,0,0,5 of 6,0 of 3,83%,0%,5 of 6,0 of 3,0 of 0,0 of 0,---,---,1,0,0,0,0:00,0:08,3 of 4,0 of 3,1 of 1,0 of 0,1 of 1,0 of 0,5 of 6,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0
UFC 138: Leben vs Munoz,John Maguire,Justin Edwards,W,L,0,1,27 of 38,28 of 64,71%,43%,70 of 88,45 of 87,6 of 9,0 of 2,66%,0%,2,1,1,0,9:16,1:56,18 of 28,13 of 40,6 of 7,12 of 20,3 of 3,3 of 4,9 of 17,11 of 29,9 of 10,12 of 21,9 of 11,5 of 14
UFC 138: Leben vs Munoz,Rob Broughton,Philip De Fries,L,W,0,0,29 of 40,14 of 23,72%,60%,102 of 120,41 of 52,0 of 0,3 of 5,---,60%,2,0,1,0,2:41,10:59,15 of 26,13 of 22,11 of 11,1 of 1,3 of 3,0 of 0,4 of 14,6 of 10,4 of 4,0 of 0,21 of 22,8 of 13
UFC 138: Leben vs Munoz,Michihiro Omigawa,Jason Young,W,L,0,0,25 of 59,32 of 115,42%,27%,56 of 94,40 of 123,4 of 10,2 of 3,40%,66%,3,0,1,0,8:08,0:50,20 of 53,23 of 101,2 of 3,3 of 5,3 of 3,6 of 9,8 of 34,24 of 97,5 of 7,7 of 15,12 of 18,1 of 3
UFC 138: Leben vs Munoz,Chris Cope,Che Mills,L,W,0,2,1 of 10,11 of 16,10%,68%,1 of 10,11 of 16,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:07,0 of 7,9 of 14,0 of 0,0 of 0,1 of 3,2 of 2,1 of 10,6 of 7,0 of 0,2 of 2,0 of 0,3 of 7
UFC 138: Leben vs Munoz,Chris Cariaso,Vaughan Lee,W,L,0,0,52 of 89,29 of 56,58%,51%,79 of 116,101 of 128,2 of 3,4 of 9,66%,44%,1,2,0,0,6:21,5:37,35 of 68,10 of 33,14 of 16,9 of 12,3 of 5,10 of 11,21 of 43,11 of 31,17 of 23,15 of 19,14 of 23,3 of 6
UFC 137: Penn vs Diaz,BJ Penn,Nick Diaz,L,W,0,0,88 of 164,178 of 350,53%,50%,107 of 184,257 of 436,1 of 4,0 of 0,25%,---,0,0,0,0,1:27,3:23,76 of 149,136 of 296,12 of 15,39 of 51,0 of 0,3 of 3,71 of 140,150 of 309,15 of 20,28 of 41,2 of 4,0 of 0
UFC 137: Penn vs Diaz,Cheick Kongo,Matt Mitrione,W,L,0,0,44 of 126,21 of 55,34%,38%,70 of 159,22 of 58,2 of 2,0 of 0,100%,---,0,0,0,0,5:30,0:02,23 of 90,15 of 46,7 of 13,2 of 5,14 of 23,4 of 4,26 of 104,20 of 54,6 of 8,1 of 1,12 of 14,0 of 0
UFC 137: Penn vs Diaz,Mirko Filipovic,Roy Nelson,L,W,0,0,30 of 59,32 of 75,50%,42%,37 of 66,70 of 116,0 of 1,2 of 2,0%,100%,0,0,0,0,0:26,4:15,23 of 51,28 of 69,7 of 8,4 of 6,0 of 0,0 of 0,14 of 36,11 of 50,16 of 23,3 of 4,0 of 0,18 of 21
UFC 137: Penn vs Diaz,Scott Jorgensen,Jeff Curran,W,L,0,0,42 of 103,41 of 126,40%,32%,84 of 147,67 of 156,5 of 5,0 of 3,100%,0%,0,1,0,0,7:47,0:38,27 of 85,22 of 97,6 of 8,13 of 21,9 of 10,6 of 8,24 of 72,31 of 110,11 of 20,6 of 9,7 of 11,4 of 7
UFC 137: Penn vs Diaz,Hatsu Hioki,George Roop,W,L,0,0,24 of 49,35 of 104,48%,33%,58 of 84,90 of 164,2 of 7,2 of 2,28%,100%,0,0,0,0,6:51,3:33,13 of 35,20 of 78,6 of 9,11 of 18,5 of 5,4 of 8,11 of 32,22 of 84,6 of 8,9 of 14,7 of 9,4 of 6
UFC 137: Penn vs Diaz,Dennis Siver,Donald Cerrone,L,W,0,2,12 of 21,9 of 23,57%,39%,14 of 23,9 of 23,0 of 2,0 of 0,0%,---,0,1,0,0,0:38,0:10,6 of 13,5 of 16,3 of 3,2 of 3,3 of 5,2 of 4,10 of 17,7 of 16,2 of 4,1 of 6,0 of 0,1 of 1
UFC 137: Penn vs Diaz,Tyson Griffin,Bart Palaszewski,L,W,0,1,6 of 21,17 of 66,28%,25%,6 of 21,17 of 66,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,1 of 15,16 of 63,1 of 2,0 of 1,4 of 4,1 of 2,6 of 21,17 of 66,0 of 0,0 of 0,0 of 0,0 of 0
UFC 137: Penn vs Diaz,Brandon Vera,Eliot Marshall,W,L,0,1,33 of 65,21 of 55,50%,38%,55 of 88,79 of 115,1 of 2,1 of 3,50%,33%,0,2,0,0,7:10,2:10,8 of 26,13 of 44,6 of 11,8 of 9,19 of 28,0 of 2,18 of 44,8 of 32,9 of 11,9 of 14,6 of 10,4 of 9
UFC 137: Penn vs Diaz,Ramsey Nijem,Danny Downes,W,L,0,0,59 of 77,6 of 27,76%,22%,163 of 190,22 of 43,8 of 14,0 of 0,57%,---,4,0,0,0,12:44,0:31,50 of 68,4 of 25,4 of 4,2 of 2,5 of 5,0 of 0,21 of 31,5 of 26,7 of 7,1 of 1,31 of 39,0 of 0
UFC 137: Penn vs Diaz,Chris Camozzi,Francis Carmont,L,W,0,1,22 of 47,51 of 74,46%,68%,56 of 85,82 of 107,0 of 5,3 of 6,0%,50%,1,0,0,0,6:00,4:44,9 of 27,23 of 41,4 of 5,20 of 25,9 of 15,8 of 8,13 of 35,16 of 33,9 of 12,23 of 25,0 of 0,12 of 16
UFC 137: Penn vs Diaz,Dustin Jacoby,Clifford Starks,L,W,0,0,18 of 72,26 of 82,25%,31%,35 of 89,81 of 147,0 of 0,3 of 3,---,100%,0,0,0,0,0:00,5:52,14 of 67,23 of 76,4 of 4,3 of 6,0 of 1,0 of 0,17 of 71,19 of 65,1 of 1,0 of 1,0 of 0,7 of 16
UFC 136: Edgar vs Maynard 3,Frankie Edgar,Gray Maynard,W,L,1,1,61 of 176,42 of 170,34%,24%,64 of 179,52 of 180,0 of 11,0 of 2,0%,0%,0,0,0,0,0:15,0:16,39 of 137,36 of 158,9 of 22,4 of 9,13 of 17,2 of 3,57 of 168,32 of 153,1 of 4,8 of 14,3 of 4,2 of 3
UFC 136: Edgar vs Maynard 3,Jose Aldo,Kenny Florian,W,L,0,0,51 of 115,40 of 128,44%,31%,66 of 131,69 of 165,0 of 0,1 of 19,---,5%,0,0,0,0,5:51,6:07,38 of 93,11 of 78,5 of 10,13 of 27,8 of 12,16 of 23,37 of 97,25 of 106,8 of 10,15 of 22,6 of 8,0 of 0
UFC 136: Edgar vs Maynard 3,Chael Sonnen,Brian Stann,W,L,0,0,28 of 38,2 of 8,73%,25%,106 of 125,24 of 33,4 of 6,0 of 0,66%,---,1,0,0,0,7:52,0:18,14 of 21,0 of 6,14 of 16,1 of 1,0 of 1,1 of 1,0 of 3,1 of 5,6 of 7,1 of 3,22 of 28,0 of 0
UFC 136: Edgar vs Maynard 3,Leonard Garcia,Nam Phan,L,W,1,0,100 of 374,174 of 339,26%,51%,107 of 382,195 of 360,0 of 2,1 of 1,0%,100%,0,0,0,0,0:26,1:33,56 of 321,131 of 289,19 of 28,43 of 49,25 of 25,0 of 1,99 of 371,173 of 337,1 of 3,0 of 0,0 of 0,1 of 2
UFC 136: Edgar vs Maynard 3,Melvin Guillard,Joe Lauzon,L,W,0,0,3 of 6,2 of 6,50%,33%,3 of 6,2 of 6,0 of 0,0 of 0,---,---,0,1,0,0,0:00,0:19,2 of 5,2 of 6,1 of 1,0 of 0,0 of 0,0 of 0,3 of 6,2 of 6,0 of 0,0 of 0,0 of 0,0 of 0
UFC 136: Edgar vs Maynard 3,Demian Maia,Jorge Santiago,W,L,0,0,24 of 67,18 of 56,35%,32%,95 of 159,29 of 70,4 of 11,0 of 1,36%,0%,0,0,0,0,9:13,0:29,16 of 58,9 of 45,5 of 6,2 of 3,3 of 3,7 of 8,10 of 45,16 of 52,5 of 7,2 of 4,9 of 15,0 of 0
UFC 136: Edgar vs Maynard 3,Anthony Pettis,Jeremy Stephens,W,L,0,0,21 of 47,17 of 47,44%,36%,89 of 117,65 of 96,6 of 9,3 of 8,66%,37%,0,0,0,1,6:51,3:29,9 of 34,5 of 30,1 of 2,5 of 6,11 of 11,7 of 11,16 of 40,14 of 42,5 of 6,2 of 2,0 of 1,1 of 3
UFC 136: Edgar vs Maynard 3,Joey Beltran,Stipe Miocic,L,W,0,0,52 of 152,68 of 142,34%,47%,80 of 182,103 of 180,1 of 2,4 of 7,50%,57%,0,0,0,0,0:56,6:05,36 of 130,38 of 109,11 of 14,9 of 11,5 of 8,21 of 22,36 of 126,44 of 107,9 of 14,12 of 16,7 of 12,12 of 19
UFC 136: Edgar vs Maynard 3,Zhang Tiequan,Darren Elkins,L,W,0,0,2 of 18,27 of 49,11%,55%,2 of 18,175 of 218,0 of 0,1 of 6,---,16%,3,3,0,0,0:45,13:09,2 of 18,24 of 45,0 of 0,3 of 4,0 of 0,0 of 0,2 of 17,2 of 13,0 of 0,0 of 0,0 of 1,25 of 36
UFC 136: Edgar vs Maynard 3,Aaron Simpson,Eric Schafer,W,L,2,0,58 of 140,14 of 102,41%,13%,63 of 145,17 of 107,0 of 0,0 of 0,---,---,0,0,0,0,0:30,0:00,41 of 109,13 of 100,17 of 31,1 of 2,0 of 0,0 of 0,43 of 111,11 of 97,13 of 24,3 of 5,2 of 5,0 of 0
UFC 136: Edgar vs Maynard 3,Steve Cantwell,Mike Massenzio,L,W,0,0,56 of 164,78 of 164,34%,47%,76 of 184,80 of 167,0 of 0,1 of 11,---,9%,1,0,0,0,0:10,3:28,21 of 110,69 of 152,33 of 47,7 of 10,2 of 7,2 of 2,38 of 144,73 of 152,10 of 12,5 of 11,8 of 8,0 of 1
UFC Live: Cruz vs Johnson,Dominick Cruz,Demetrious Johnson,W,L,0,0,60 of 120,63 of 177,50%,35%,146 of 226,145 of 273,10 of 19,1 of 6,52%,16%,1,0,0,0,12:41,2:57,26 of 83,28 of 129,27 of 30,24 of 32,7 of 7,11 of 16,30 of 88,45 of 152,25 of 25,18 of 25,5 of 7,0 of 0
UFC Live: Cruz vs Johnson,Pat Barry,Stefan Struve,L,W,0,0,30 of 45,31 of 82,66%,37%,30 of 45,31 of 82,0 of 0,0 of 0,---,---,0,1,0,0,0:24,0:03,8 of 19,10 of 55,4 of 4,10 of 12,18 of 22,11 of 15,29 of 44,30 of 81,0 of 0,1 of 1,1 of 1,0 of 0
UFC Live: Cruz vs Johnson,Anthony Johnson,Charlie Brenneman,W,L,1,0,16 of 20,1 of 2,80%,50%,38 of 43,1 of 2,0 of 0,0 of 1,---,0%,0,0,0,0,2:14,0:00,10 of 14,0 of 1,4 of 4,1 of 1,2 of 2,0 of 0,3 of 6,1 of 2,0 of 0,0 of 0,13 of 14,0 of 0
UFC Live: Cruz vs Johnson,Matt Wiman,Mac Danzig,W,L,0,0,93 of 141,66 of 107,65%,61%,119 of 169,193 of 255,2 of 7,2 of 6,28%,33%,1,1,1,0,4:05,4:57,58 of 105,54 of 95,19 of 20,12 of 12,16 of 16,0 of 0,44 of 80,44 of 83,44 of 55,21 of 23,5 of 6,1 of 1
UFC Live: Cruz vs Johnson,Yves Edwards,Rafaello Oliveira,W,L,2,0,42 of 108,22 of 117,38%,18%,55 of 121,28 of 124,0 of 0,0 of 3,---,0%,0,0,0,0,0:35,0:43,29 of 89,14 of 92,10 of 14,4 of 18,3 of 5,4 of 7,21 of 82,21 of 113,9 of 13,1 of 4,12 of 13,0 of 0
UFC Live: Cruz vs Johnson,Michael Johnson,Paul Sass,L,W,0,0,8 of 26,2 of 16,30%,12%,9 of 27,2 of 16,0 of 0,0 of 3,---,0%,0,3,0,0,0:37,0:05,6 of 23,2 of 16,0 of 1,0 of 0,2 of 2,0 of 0,7 of 25,2 of 16,0 of 0,0 of 0,1 of 1,0 of 0
UFC Live: Cruz vs Johnson,Mike Easton,Byron Bloodworth,W,L,1,0,31 of 84,17 of 77,36%,22%,36 of 89,21 of 81,0 of 0,0 of 3,---,0%,0,0,0,0,0:58,0:44,11 of 54,9 of 64,6 of 9,2 of 5,14 of 21,6 of 8,15 of 68,16 of 74,12 of 12,1 of 3,4 of 4,0 of 0
UFC Live: Cruz vs Johnson,Shane Roller,TJ Grant,L,W,0,0,10 of 60,24 of 64,16%,37%,11 of 61,64 of 104,1 of 3,2 of 2,33%,100%,2,3,2,1,2:45,4:58,10 of 60,20 of 59,0 of 0,0 of 1,0 of 0,4 of 4,9 of 56,17 of 50,1 of 4,2 of 4,0 of 0,5 of 10
UFC Live: Cruz vs Johnson,Josh Neer,Keith Wisniewski,W,L,0,0,93 of 159,41 of 83,58%,49%,133 of 200,41 of 83,0 of 0,0 of 2,---,0%,1,0,0,0,0:42,3:40,73 of 138,22 of 61,15 of 15,19 of 21,5 of 6,0 of 1,50 of 103,18 of 53,43 of 56,23 of 30,0 of 0,0 of 0
UFC Live: Cruz vs Johnson,Walel Watson,Joseph Sandoval,W,L,2,0,9 of 28,0 of 3,32%,0%,9 of 28,0 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,6 of 24,0 of 3,0 of 1,0 of 0,3 of 3,0 of 0,8 of 26,0 of 3,0 of 0,0 of 0,1 of 2,0 of 0
UFC 135: Jones vs Rampage,Jon Jones,Quinton Jackson,W,L,0,0,61 of 117,16 of 44,52%,36%,74 of 131,24 of 52,2 of 6,0 of 1,33%,0%,2,0,0,0,3:32,0:16,18 of 62,6 of 31,13 of 18,5 of 8,30 of 37,5 of 5,42 of 89,13 of 35,12 of 19,3 of 9,7 of 9,0 of 0
UFC 135: Jones vs Rampage,Matt Hughes,Josh Koscheck,L,W,0,0,14 of 53,26 of 51,26%,50%,14 of 53,29 of 54,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:17,14 of 53,23 of 46,0 of 0,3 of 5,0 of 0,0 of 0,14 of 51,10 of 34,0 of 2,5 of 6,0 of 0,11 of 11
UFC 135: Jones vs Rampage,Ben Rothwell,Mark Hunt,L,W,0,0,19 of 50,47 of 95,38%,49%,23 of 54,120 of 173,2 of 14,2 of 4,14%,50%,0,1,0,0,2:11,6:18,19 of 50,44 of 92,0 of 0,1 of 1,0 of 0,2 of 2,9 of 38,26 of 66,0 of 0,2 of 3,10 of 12,19 of 26
UFC 135: Jones vs Rampage,Travis Browne,Rob Broughton,W,L,0,0,45 of 93,22 of 57,48%,38%,57 of 106,65 of 102,3 of 3,0 of 0,100%,---,0,1,0,0,6:48,0:24,24 of 70,12 of 43,3 of 4,2 of 2,18 of 19,8 of 12,25 of 63,17 of 51,8 of 10,5 of 6,12 of 20,0 of 0
UFC 135: Jones vs Rampage,Nate Diaz,Takanori Gomi,W,L,1,0,36 of 73,4 of 23,49%,17%,42 of 81,6 of 25,0 of 0,0 of 1,---,0%,3,0,0,0,0:23,0:37,34 of 71,1 of 16,2 of 2,3 of 7,0 of 0,0 of 0,34 of 71,3 of 21,2 of 2,0 of 0,0 of 0,1 of 2
UFC 135: Jones vs Rampage,Tony Ferguson,Aaron Riley,W,L,0,0,31 of 82,11 of 49,37%,22%,31 of 82,11 of 49,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,22 of 67,3 of 35,6 of 8,4 of 7,3 of 7,4 of 7,29 of 79,11 of 49,2 of 3,0 of 0,0 of 0,0 of 0
UFC 135: Jones vs Rampage,Nick Ring,Tim Boetsch,L,W,0,0,29 of 82,46 of 84,35%,54%,39 of 94,80 of 120,0 of 2,4 of 6,0%,66%,0,2,0,0,3:08,3:05,13 of 59,31 of 62,13 of 19,10 of 15,3 of 4,5 of 7,15 of 62,20 of 51,7 of 13,17 of 20,7 of 7,9 of 13
UFC 135: Jones vs Rampage,Junior Assuncao,Eddie Yagin,W,L,0,0,63 of 90,10 of 26,70%,38%,164 of 204,20 of 40,3 of 8,0 of 0,37%,---,0,2,0,0,7:06,0:15,40 of 59,9 of 25,11 of 13,0 of 0,12 of 18,1 of 1,17 of 34,9 of 25,2 of 2,1 of 1,44 of 54,0 of 0
UFC 135: Jones vs Rampage,Takeya Mizugaki,Cole Escovedo,W,L,2,0,70 of 129,29 of 51,54%,56%,85 of 146,33 of 56,1 of 1,0 of 0,100%,---,0,0,0,0,2:35,0:40,50 of 104,10 of 29,13 of 18,16 of 19,7 of 7,3 of 3,46 of 86,15 of 31,21 of 35,14 of 20,3 of 8,0 of 0
UFC 135: Jones vs Rampage,James Te Huna,Ricardo Romero,W,L,1,0,5 of 7,0 of 3,71%,0%,6 of 9,0 of 3,0 of 0,0 of 3,---,0%,0,0,0,0,0:10,0:00,5 of 7,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 3,0 of 2,0 of 0,4 of 4,0 of 0
UFC 134: Silva vs Okami,Anderson Silva,Yushin Okami,W,L,2,0,43 of 61,16 of 43,70%,37%,52 of 71,27 of 54,0 of 0,0 of 1,---,0%,0,0,0,0,0:33,1:51,29 of 44,11 of 38,11 of 12,5 of 5,3 of 5,0 of 0,21 of 34,10 of 35,8 of 9,6 of 8,14 of 18,0 of 0
UFC 134: Silva vs Okami,Mauricio Rua,Forrest Griffin,W,L,1,0,16 of 29,3 of 19,55%,15%,16 of 30,3 of 19,0 of 0,0 of 0,---,---,0,0,0,0,0:07,0:00,16 of 29,1 of 12,0 of 0,0 of 3,0 of 0,2 of 4,8 of 17,3 of 18,0 of 1,0 of 1,8 of 11,0 of 0
UFC 134: Silva vs Okami,Ross Pearson,Edson Barboza,L,W,0,1,60 of 186,55 of 190,32%,28%,62 of 188,55 of 190,0 of 6,0 of 1,0%,0%,0,0,0,0,0:39,0:01,47 of 166,29 of 150,7 of 13,22 of 28,6 of 7,4 of 12,59 of 184,49 of 181,1 of 2,6 of 8,0 of 0,0 of 1
UFC 134: Silva vs Okami,Antonio Rodrigo Nogueira,Brendan Schaub,W,L,1,0,15 of 35,11 of 45,42%,24%,17 of 37,11 of 46,0 of 2,0 of 0,0%,---,0,0,0,0,0:17,0:20,12 of 31,7 of 39,3 of 4,3 of 3,0 of 0,1 of 3,11 of 30,8 of 40,3 of 4,3 of 5,1 of 1,0 of 0
UFC 134: Silva vs Okami,Luiz Cane,Stanislav Nedkov,L,W,0,1,15 of 46,29 of 51,32%,56%,16 of 47,30 of 52,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:06,7 of 38,29 of 51,2 of 2,0 of 0,6 of 6,0 of 0,15 of 44,18 of 35,0 of 2,4 of 6,0 of 0,7 of 10
UFC 134: Silva vs Okami,Thiago Tavares,Spencer Fisher,W,L,0,0,10 of 26,3 of 9,38%,33%,109 of 140,34 of 42,3 of 7,0 of 0,42%,---,0,0,0,0,6:43,0:01,8 of 24,1 of 7,2 of 2,1 of 1,0 of 0,1 of 1,4 of 10,2 of 8,0 of 0,1 of 1,6 of 16,0 of 0
UFC 134: Silva vs Okami,Rousimar Palhares,Dan Miller,W,L,1,1,67 of 111,42 of 97,60%,43%,147 of 206,48 of 104,2 of 2,0 of 0,100%,---,0,0,1,1,5:23,0:38,45 of 88,37 of 92,7 of 8,3 of 3,15 of 15,2 of 2,46 of 78,42 of 97,4 of 4,0 of 0,17 of 29,0 of 0
UFC 134: Silva vs Okami,Paulo Thiago,David Mitchell,W,L,0,0,19 of 69,23 of 120,27%,19%,30 of 84,62 of 161,6 of 6,0 of 0,100%,---,1,0,0,0,4:55,0:37,13 of 59,14 of 101,3 of 6,1 of 6,3 of 4,8 of 13,17 of 65,22 of 119,0 of 0,0 of 0,2 of 4,1 of 1
UFC 134: Silva vs Okami,Raphael Assuncao,Johnny Eduardo,W,L,0,0,53 of 101,28 of 85,52%,32%,93 of 143,30 of 88,3 of 8,0 of 0,37%,---,0,1,0,0,4:55,0:04,32 of 77,15 of 61,7 of 9,7 of 11,14 of 15,6 of 13,31 of 78,26 of 83,11 of 11,2 of 2,11 of 12,0 of 0
UFC 134: Silva vs Okami,Erick Silva,Luis Ramos,W,L,1,0,4 of 9,4 of 7,44%,57%,6 of 11,4 of 7,0 of 0,0 of 0,---,---,0,0,0,0,0:05,0:00,4 of 9,2 of 5,0 of 0,0 of 0,0 of 0,2 of 2,1 of 4,4 of 7,0 of 0,0 of 0,3 of 5,0 of 0
UFC 134: Silva vs Okami,Iuri Alcantara,Felipe Arantes,W,L,0,0,22 of 52,29 of 47,42%,61%,75 of 123,54 of 77,6 of 6,0 of 0,100%,---,0,0,0,1,7:14,2:15,12 of 38,14 of 27,9 of 12,7 of 10,1 of 2,8 of 10,13 of 40,20 of 35,3 of 3,3 of 4,6 of 9,6 of 8
UFC 134: Silva vs Okami,Yves Jabouin,Ian Loveland,W,L,0,0,37 of 106,33 of 102,34%,32%,38 of 107,45 of 118,2 of 6,3 of 7,33%,42%,0,1,1,1,0:59,2:31,11 of 64,28 of 96,14 of 21,5 of 6,12 of 21,0 of 0,36 of 102,21 of 78,0 of 3,6 of 13,1 of 1,6 of 11
UFC Live: Hardy vs Lytle,Dan Hardy,Chris Lytle,L,W,0,0,61 of 238,127 of 271,25%,46%,63 of 240,134 of 278,1 of 2,0 of 0,50%,---,0,1,0,1,0:07,0:20,53 of 228,81 of 209,5 of 7,45 of 61,3 of 3,1 of 1,57 of 227,119 of 255,4 of 11,8 of 16,0 of 0,0 of 0
UFC Live: Hardy vs Lytle,Jim Miller,Benson Henderson,L,W,0,0,14 of 44,65 of 132,31%,49%,24 of 55,119 of 195,0 of 0,7 of 7,---,100%,6,2,0,0,0:03,10:22,10 of 36,40 of 100,3 of 5,19 of 25,1 of 3,6 of 7,10 of 37,20 of 57,3 of 6,7 of 12,1 of 1,38 of 63
