event,fighter_1,fighter_2,fighter_1_result,fighter_2_result,fighter_1_knockdowns,fighter_2_knockdowns,fighter_1_ss,fighter_2_ss,fighter_1_ss_pct,fighter_2_ss_pct,fighter_1_total_strikes,fighter_2_total_strikes,fighter_1_takedowns,fighter_2_takedowns,fighter_1_takedown_pct,fighter_2_takedown_pct,fighter_1_submission_attempts,fighter_2_submission_attempts,fighter_1_reverses,fighter_2_reverses,fighter_1_control,fighter_2_control,fighter_1_head_ss,fighter_2_head_ss,fighter_1_body_ss,fighter_2_body_ss,fighter_1_leg_ss,fighter_2_leg_ss,fighter_1_distance_ss,fighter_2_distance_ss,fighter_1_clinch_ss,fighter_2_clinch_ss,fighter_1_ground_ss,fighter_2_ground_ss
UFC 93: Franklin vs Henderson,Dan Henderson,Rich Franklin,W,L,0,0,36 of 88,39 of 96,40%,40%,43 of 96,47 of 106,4 of 6,0 of 0,66%,---,0,0,0,0,5:06,1:33,18 of 64,14 of 66,3 of 5,22 of 27,15 of 19,3 of 3,21 of 59,31 of 82,4 of 8,8 of 13,11 of 21,0 of 1
UFC 93: Franklin vs Henderson,Mauricio Rua,Mark Coleman,W,L,2,0,62 of 102,31 of 69,60%,44%,106 of 148,71 of 113,1 of 2,7 of 9,50%,77%,2,0,0,0,3:29,6:10,34 of 69,26 of 64,19 of 21,4 of 4,9 of 12,1 of 1,39 of 72,12 of 45,17 of 23,7 of 7,6 of 7,12 of 17
UFC 93: Franklin vs Henderson,Rousimar Palhares,Jeremy Horn,W,L,0,0,18 of 35,7 of 36,51%,19%,124 of 168,22 of 51,7 of 10,1 of 1,70%,100%,0,1,0,0,11:03,0:57,17 of 32,5 of 34,1 of 3,1 of 1,0 of 0,1 of 1,5 of 14,6 of 31,1 of 2,0 of 3,12 of 19,1 of 2
UFC 93: Franklin vs Henderson,Alan Belcher,Denis Kang,W,L,0,0,9 of 28,26 of 55,32%,47%,9 of 28,54 of 85,0 of 0,3 of 5,---,60%,1,1,0,0,0:20,5:43,3 of 19,17 of 45,2 of 5,7 of 8,4 of 4,2 of 2,8 of 27,16 of 39,1 of 1,3 of 4,0 of 0,7 of 12
UFC 93: Franklin vs Henderson,Marcus Davis,Chris Lytle,W,L,0,0,59 of 166,73 of 198,35%,36%,73 of 180,91 of 216,0 of 1,0 of 0,0%,---,0,0,0,0,0:06,0:03,29 of 122,34 of 150,27 of 40,14 of 19,3 of 4,25 of 29,53 of 154,58 of 167,6 of 12,15 of 31,0 of 0,0 of 0
UFC 93: Franklin vs Henderson,John Hathaway,Tom Egan,W,L,0,0,18 of 36,0 of 1,50%,0%,41 of 61,15 of 16,5 of 7,0 of 0,71%,---,0,0,0,0,4:09,0:00,14 of 32,0 of 1,2 of 2,0 of 0,2 of 2,0 of 0,2 of 3,0 of 1,2 of 2,0 of 0,14 of 31,0 of 0
UFC 93: Franklin vs Henderson,Martin Kampmann,Alexandre Barros,W,L,1,0,33 of 52,8 of 20,63%,40%,51 of 71,13 of 25,0 of 1,1 of 2,0%,50%,2,0,0,0,3:06,2:15,26 of 42,1 of 12,6 of 9,1 of 1,1 of 1,6 of 7,4 of 16,4 of 15,6 of 10,3 of 3,23 of 26,1 of 2
UFC 93: Franklin vs Henderson,Eric Schafer,Antonio Mendes,W,L,0,0,22 of 30,3 of 5,73%,60%,59 of 67,9 of 11,0 of 1,0 of 0,0%,---,0,0,1,0,3:06,0:09,22 of 30,2 of 4,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,2 of 4,0 of 0,0 of 0,22 of 30,1 of 1
UFC 93: Franklin vs Henderson,Tomasz Drwal,Ivan Serati,W,L,0,0,14 of 22,3 of 11,63%,27%,16 of 24,4 of 13,1 of 1,0 of 2,100%,0%,0,0,0,0,0:38,0:00,11 of 19,2 of 10,1 of 1,0 of 0,2 of 2,1 of 1,5 of 8,1 of 4,2 of 5,2 of 7,7 of 9,0 of 0
UFC 93: Franklin vs Henderson,Dennis Siver,Nate Mohr,W,L,1,0,48 of 190,48 of 102,25%,47%,57 of 200,68 of 125,0 of 1,1 of 2,0%,50%,0,0,0,0,0:07,1:49,28 of 159,17 of 63,2 of 9,10 of 13,18 of 22,21 of 26,42 of 181,42 of 92,6 of 9,2 of 2,0 of 0,4 of 8
UFC 92: The Ultimate 2008,Rashad Evans,Forrest Griffin,W,L,0,0,49 of 103,50 of 149,47%,33%,51 of 105,51 of 151,1 of 1,0 of 0,100%,---,0,0,0,0,2:11,0:03,44 of 96,16 of 100,1 of 2,10 of 17,4 of 5,24 of 32,24 of 64,44 of 141,0 of 0,6 of 8,25 of 39,0 of 0
UFC 92: The Ultimate 2008,Frank Mir,Antonio Rodrigo Nogueira,W,L,3,0,37 of 101,10 of 38,36%,26%,40 of 106,15 of 43,1 of 1,0 of 0,100%,---,0,0,0,0,0:41,0:00,30 of 91,8 of 35,2 of 3,0 of 1,5 of 7,2 of 2,25 of 79,9 of 35,2 of 3,0 of 1,10 of 19,1 of 2
UFC 92: The Ultimate 2008,CB Dollaway,Mike Massenzio,W,L,0,1,9 of 19,3 of 6,47%,50%,29 of 40,8 of 12,1 of 1,0 of 0,100%,---,0,2,0,0,2:00,0:04,8 of 16,3 of 6,1 of 3,0 of 0,0 of 0,0 of 0,3 of 8,3 of 6,0 of 2,0 of 0,6 of 9,0 of 0
UFC 92: The Ultimate 2008,Quinton Jackson,Wanderlei Silva,W,L,1,0,11 of 20,7 of 26,55%,26%,11 of 20,7 of 26,0 of 1,0 of 0,0%,---,0,0,0,0,0:02,0:00,10 of 19,4 of 21,0 of 0,0 of 0,1 of 1,3 of 5,9 of 18,6 of 25,0 of 0,1 of 1,2 of 2,0 of 0
UFC 92: The Ultimate 2008,Cheick Kongo,Mostapha Al-Turk,W,L,1,0,34 of 44,4 of 9,77%,44%,73 of 84,7 of 12,1 of 1,0 of 7,100%,0%,0,0,0,0,1:17,1:32,23 of 32,0 of 4,2 of 2,1 of 2,9 of 10,3 of 3,6 of 11,1 of 5,6 of 6,3 of 4,22 of 27,0 of 0
UFC 92: The Ultimate 2008,Yushin Okami,Dean Lister,W,L,0,0,39 of 77,6 of 39,50%,15%,77 of 117,17 of 52,0 of 0,0 of 11,---,0%,0,0,0,0,8:56,0:15,32 of 70,2 of 33,6 of 6,0 of 1,1 of 1,4 of 5,16 of 44,6 of 36,6 of 6,0 of 3,17 of 27,0 of 0
UFC 92: The Ultimate 2008,Antoni Hardonk,Mike Wessel,W,L,0,0,46 of 59,13 of 23,77%,56%,56 of 70,45 of 58,0 of 0,3 of 6,---,50%,2,0,1,0,1:36,3:57,34 of 46,8 of 17,8 of 8,5 of 6,4 of 5,0 of 0,4 of 11,2 of 5,17 of 21,8 of 12,25 of 27,3 of 6
UFC 92: The Ultimate 2008,Matt Hamill,Reese Andy,W,L,0,0,40 of 115,34 of 73,34%,46%,63 of 141,38 of 77,1 of 1,0 of 0,100%,---,0,0,0,0,0:25,0:00,34 of 107,20 of 54,5 of 6,3 of 5,1 of 2,11 of 14,28 of 99,28 of 60,4 of 5,6 of 13,8 of 11,0 of 0
UFC 92: The Ultimate 2008,Brad Blackburn,Ryo Chonan,W,L,1,0,79 of 296,63 of 181,26%,34%,84 of 301,65 of 183,0 of 1,0 of 2,0%,0%,0,0,0,0,0:22,0:00,48 of 254,31 of 144,10 of 19,20 of 23,21 of 23,12 of 14,76 of 291,62 of 179,1 of 1,0 of 1,2 of 4,1 of 1
UFC 92: The Ultimate 2008,Pat Barry,Dan Evensen,W,L,0,0,6 of 13,0 of 10,46%,0%,6 of 13,0 of 10,0 of 0,0 of 1,---,0%,0,0,0,0,0:39,0:38,1 of 6,0 of 8,1 of 2,0 of 2,4 of 5,0 of 0,6 of 13,0 of 10,0 of 0,0 of 0,0 of 0,0 of 0
UFC 91: Couture vs Lesnar,Brock Lesnar,Randy Couture,W,L,1,0,31 of 42,11 of 19,73%,57%,68 of 79,17 of 25,2 of 4,1 of 3,50%,33%,0,0,0,0,2:50,3:06,21 of 32,6 of 13,6 of 6,1 of 1,4 of 4,4 of 5,5 of 15,3 of 8,12 of 13,8 of 11,14 of 14,0 of 0
UFC 91: Couture vs Lesnar,Kenny Florian,Joe Stevenson,W,L,0,0,17 of 37,6 of 18,45%,33%,24 of 44,9 of 21,1 of 2,1 of 3,50%,33%,1,0,0,0,1:06,1:17,13 of 32,3 of 13,3 of 4,2 of 4,1 of 1,1 of 1,10 of 25,3 of 15,2 of 3,3 of 3,5 of 9,0 of 0
UFC 91: Couture vs Lesnar,Dustin Hazelett,Tamdan McCrory,W,L,0,0,10 of 21,15 of 28,47%,53%,13 of 24,15 of 28,0 of 0,0 of 0,---,---,3,0,0,0,0:00,1:14,5 of 14,6 of 18,3 of 4,4 of 5,2 of 3,5 of 5,9 of 19,11 of 21,0 of 0,4 of 7,1 of 2,0 of 0
UFC 91: Couture vs Lesnar,Gabriel Gonzaga,Josh Hendricks,W,L,1,0,12 of 17,1 of 5,70%,20%,12 of 17,6 of 10,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,7 of 11,1 of 5,5 of 6,0 of 0,0 of 0,0 of 0,3 of 7,0 of 2,7 of 8,1 of 3,2 of 2,0 of 0
UFC 91: Couture vs Lesnar,Demian Maia,Nate Quarry,W,L,0,0,2 of 4,0 of 0,50%,---,22 of 32,8 of 8,1 of 2,0 of 0,50%,---,1,0,0,0,1:45,0:06,2 of 4,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,0 of 0,2 of 2,0 of 0
UFC 91: Couture vs Lesnar,Aaron Riley,Jorge Gurgel,W,L,0,0,98 of 222,70 of 199,44%,35%,133 of 261,91 of 220,1 of 1,1 of 4,100%,25%,0,0,0,0,2:27,0:12,63 of 172,46 of 166,21 of 27,21 of 26,14 of 23,3 of 7,69 of 181,56 of 174,21 of 29,14 of 25,8 of 12,0 of 0
UFC 91: Couture vs Lesnar,Jeremy Stephens,Rafael Dos Anjos,W,L,1,0,22 of 46,9 of 18,47%,50%,33 of 60,37 of 48,0 of 0,4 of 6,---,66%,0,2,2,0,2:22,5:09,13 of 36,4 of 12,5 of 6,0 of 0,4 of 4,5 of 6,9 of 26,8 of 16,1 of 1,1 of 2,12 of 19,0 of 0
UFC 91: Couture vs Lesnar,Mark Bocek,Alvin Robinson,W,L,0,0,21 of 44,5 of 14,47%,35%,118 of 152,41 of 53,1 of 1,0 of 1,100%,0%,6,0,2,2,11:39,0:54,15 of 38,5 of 14,6 of 6,0 of 0,0 of 0,0 of 0,2 of 8,5 of 14,1 of 1,0 of 0,18 of 35,0 of 0
UFC 91: Couture vs Lesnar,Matt Brown,Ryan Thomas,W,L,0,0,15 of 23,15 of 22,65%,68%,20 of 30,76 of 85,1 of 1,5 of 8,100%,62%,3,0,0,0,0:45,4:22,7 of 15,8 of 14,7 of 7,5 of 6,1 of 1,2 of 2,5 of 13,3 of 10,7 of 7,2 of 2,3 of 3,10 of 10
UFC 90: Silva vs Cote,Anderson Silva,Patrick Cote,W,L,0,0,29 of 40,16 of 49,72%,32%,32 of 46,18 of 51,1 of 1,0 of 3,100%,0%,0,0,0,0,1:37,0:28,11 of 21,3 of 27,9 of 10,2 of 2,9 of 9,11 of 20,21 of 29,13 of 43,7 of 10,1 of 4,1 of 1,2 of 2
UFC 90: Silva vs Cote,Thiago Alves,Josh Koscheck,W,L,2,0,80 of 181,39 of 128,44%,30%,87 of 188,46 of 135,0 of 2,0 of 5,0%,0%,0,0,0,0,0:17,2:38,43 of 134,25 of 106,2 of 4,9 of 17,35 of 43,5 of 5,68 of 162,34 of 121,10 of 17,5 of 7,2 of 2,0 of 0
UFC 90: Silva vs Cote,Gray Maynard,Rich Clementi,W,L,0,0,22 of 61,7 of 42,36%,16%,66 of 111,20 of 57,5 of 7,0 of 0,71%,---,2,0,0,1,9:41,0:13,17 of 55,3 of 37,5 of 6,0 of 1,0 of 0,4 of 4,14 of 46,5 of 32,2 of 2,0 of 6,6 of 13,2 of 4
UFC 90: Silva vs Cote,Junior Dos Santos,Fabricio Werdum,W,L,1,0,7 of 11,6 of 6,63%,100%,7 of 11,6 of 6,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,5 of 7,1 of 1,1 of 3,0 of 0,1 of 1,5 of 5,3 of 7,5 of 5,0 of 0,1 of 1,4 of 4,0 of 0
UFC 90: Silva vs Cote,Sean Sherk,Tyson Griffin,W,L,0,0,92 of 253,74 of 240,36%,30%,103 of 264,102 of 268,3 of 7,0 of 2,42%,0%,0,0,0,0,2:31,0:00,66 of 226,50 of 208,11 of 11,16 of 21,15 of 16,8 of 11,78 of 230,67 of 229,14 of 23,7 of 11,0 of 0,0 of 0
UFC 90: Silva vs Cote,Thales Leites,Drew McFedries,W,L,0,0,0 of 0,1 of 2,---,50%,4 of 4,1 of 2,1 of 2,0 of 0,50%,---,1,0,0,0,1:03,0:00,0 of 0,1 of 1,0 of 0,0 of 1,0 of 0,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0
UFC 90: Silva vs Cote,Spencer Fisher,Shannon Gugerty,W,L,1,0,30 of 54,28 of 46,55%,60%,76 of 101,54 of 73,0 of 2,2 of 13,0%,15%,2,1,1,0,2:48,6:19,13 of 31,7 of 23,10 of 16,10 of 12,7 of 7,11 of 11,10 of 25,16 of 31,18 of 25,10 of 13,2 of 4,2 of 2
UFC 90: Silva vs Cote,Dan Miller,Matt Horwich,W,L,0,0,31 of 49,15 of 24,63%,62%,142 of 165,62 of 71,6 of 7,0 of 0,85%,---,0,5,0,2,10:27,3:42,26 of 44,10 of 19,4 of 4,5 of 5,1 of 1,0 of 0,7 of 13,4 of 8,5 of 5,4 of 9,19 of 31,7 of 7
UFC 90: Silva vs Cote,Hermes Franca,Marcus Aurelio,W,L,0,0,60 of 122,40 of 104,49%,38%,65 of 127,55 of 120,0 of 0,1 of 9,---,11%,0,0,0,0,0:02,1:50,24 of 71,34 of 97,1 of 4,2 of 3,35 of 47,4 of 4,60 of 121,37 of 100,0 of 1,1 of 2,0 of 0,2 of 2
UFC 90: Silva vs Cote,Pete Sell,Joshua Burkman,W,L,0,0,65 of 123,50 of 112,52%,44%,88 of 146,58 of 121,1 of 10,4 of 6,10%,66%,1,0,0,0,1:22,3:52,52 of 109,37 of 97,10 of 11,8 of 10,3 of 3,5 of 5,61 of 117,28 of 85,4 of 6,9 of 14,0 of 0,13 of 13
UFC 89: Bisping vs Leben,Michael Bisping,Chris Leben,W,L,0,0,70 of 160,51 of 164,43%,31%,77 of 167,62 of 176,1 of 3,1 of 2,33%,50%,0,0,0,0,0:30,0:47,52 of 133,22 of 117,14 of 21,12 of 24,4 of 6,17 of 23,65 of 145,43 of 142,5 of 15,8 of 22,0 of 0,0 of 0
UFC 89: Bisping vs Leben,Keith Jardine,Brandon Vera,W,L,1,1,50 of 131,48 of 86,38%,55%,59 of 140,57 of 95,2 of 4,1 of 1,50%,100%,0,0,0,0,3:40,0:38,35 of 114,27 of 62,5 of 6,12 of 14,10 of 11,9 of 10,27 of 81,35 of 65,13 of 27,4 of 10,10 of 23,9 of 11
UFC 89: Bisping vs Leben,Luiz Cane,Rameau Thierry Sokoudjou,W,L,1,0,41 of 78,28 of 82,52%,34%,41 of 78,28 of 82,0 of 0,0 of 1,---,0%,0,0,0,0,0:13,0:00,37 of 72,16 of 65,3 of 5,8 of 9,1 of 1,4 of 8,28 of 60,27 of 78,2 of 5,1 of 4,11 of 13,0 of 0
UFC 89: Bisping vs Leben,Chris Lytle,Paul Taylor,W,L,0,0,102 of 194,85 of 160,52%,53%,212 of 304,133 of 209,2 of 3,0 of 2,66%,0%,0,0,0,0,7:59,1:04,54 of 131,42 of 109,42 of 57,15 of 23,6 of 6,28 of 28,56 of 128,48 of 105,43 of 63,37 of 55,3 of 3,0 of 0
UFC 89: Bisping vs Leben,Marcus Davis,Paul Kelly,W,L,0,0,25 of 63,3 of 56,39%,5%,36 of 74,3 of 56,1 of 1,1 of 1,100%,100%,1,1,0,0,0:46,0:23,12 of 46,2 of 55,3 of 5,1 of 1,10 of 12,0 of 0,24 of 62,3 of 55,0 of 0,0 of 1,1 of 1,0 of 0
UFC 89: Bisping vs Leben,Dan Hardy,Akihiro Gono,W,L,0,0,57 of 186,56 of 107,30%,52%,61 of 190,58 of 109,0 of 0,3 of 4,---,75%,0,0,0,0,0:02,1:06,24 of 133,28 of 63,12 of 20,14 of 20,21 of 33,14 of 24,53 of 170,50 of 98,4 of 16,4 of 7,0 of 0,2 of 2
UFC 89: Bisping vs Leben,Shane Carwin,Neil Wain,W,L,0,0,13 of 23,4 of 8,56%,50%,23 of 33,8 of 12,1 of 2,0 of 0,50%,---,0,0,0,0,1:02,0:00,11 of 21,4 of 8,2 of 2,0 of 0,0 of 0,0 of 0,0 of 2,3 of 5,2 of 4,1 of 3,11 of 17,0 of 0
UFC 89: Bisping vs Leben,David Bielkheden,Jess Liaudin,W,L,0,0,36 of 53,12 of 25,67%,48%,86 of 104,58 of 72,7 of 11,1 of 1,63%,100%,0,2,0,0,9:54,3:14,32 of 49,12 of 25,4 of 4,0 of 0,0 of 0,0 of 0,0 of 4,1 of 7,16 of 19,4 of 4,20 of 30,7 of 14
UFC 89: Bisping vs Leben,Terry Etim,Sam Stout,W,L,0,0,69 of 192,55 of 288,35%,19%,69 of 192,56 of 289,0 of 2,1 of 1,0%,100%,0,0,0,0,0:03,0:05,35 of 143,15 of 216,4 of 8,18 of 37,30 of 41,22 of 35,66 of 188,53 of 284,3 of 4,2 of 4,0 of 0,0 of 0
UFC 89: Bisping vs Leben,Jim Miller,David Baron,W,L,0,0,15 of 28,7 of 16,53%,43%,46 of 64,22 of 31,5 of 6,0 of 1,83%,0%,5,1,0,1,10:45,0:55,10 of 21,5 of 14,2 of 2,2 of 2,3 of 5,0 of 0,3 of 11,5 of 11,1 of 2,2 of 5,11 of 15,0 of 0
UFC 89: Bisping vs Leben,Per Eklund,Samy Schiavo,W,L,0,0,31 of 42,23 of 56,73%,41%,92 of 104,28 of 62,1 of 5,1 of 2,20%,50%,5,1,0,0,4:03,5:18,14 of 22,16 of 47,14 of 17,1 of 3,3 of 3,6 of 6,3 of 6,10 of 31,19 of 24,6 of 9,9 of 12,7 of 16
UFC 88: Breakthrough,Rashad Evans,Chuck Liddell,W,L,1,0,13 of 35,10 of 50,37%,20%,13 of 35,10 of 50,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,9 of 31,7 of 45,1 of 1,1 of 3,3 of 3,2 of 2,13 of 32,9 of 47,0 of 3,1 of 3,0 of 0,0 of 0
UFC 88: Breakthrough,Rich Franklin,Matt Hamill,W,L,1,0,71 of 136,13 of 58,52%,22%,71 of 136,17 of 62,0 of 0,1 of 6,---,16%,0,0,0,0,0:04,0:32,36 of 97,7 of 52,10 of 13,2 of 2,25 of 26,4 of 4,64 of 121,8 of 46,4 of 12,4 of 10,3 of 3,1 of 2
UFC 88: Breakthrough,Dan Henderson,Rousimar Palhares,W,L,1,0,42 of 82,27 of 63,51%,42%,49 of 89,29 of 65,0 of 0,2 of 16,---,12%,0,1,0,0,2:27,1:28,42 of 81,23 of 57,0 of 1,2 of 3,0 of 0,2 of 3,24 of 50,22 of 53,4 of 9,4 of 8,14 of 23,1 of 2
UFC 88: Breakthrough,Nate Marquardt,Martin Kampmann,W,L,1,0,22 of 36,1 of 7,61%,14%,27 of 41,2 of 8,0 of 0,0 of 0,---,---,0,0,0,0,0:11,0:08,19 of 31,1 of 6,3 of 5,0 of 1,0 of 0,0 of 0,3 of 7,0 of 5,17 of 25,1 of 2,2 of 4,0 of 0
UFC 88: Breakthrough,Dong Hyun Kim,Matt Brown,W,L,0,0,12 of 28,48 of 79,42%,60%,18 of 36,91 of 126,3 of 14,1 of 2,21%,50%,1,2,0,0,5:04,5:08,11 of 27,11 of 29,1 of 1,27 of 35,0 of 0,10 of 15,4 of 17,20 of 41,4 of 4,19 of 24,4 of 7,9 of 14
UFC 88: Breakthrough,Kurt Pellegrino,Thiago Tavares,W,L,2,0,61 of 97,18 of 72,62%,25%,100 of 138,86 of 146,1 of 2,1 of 11,50%,9%,1,0,0,0,6:20,3:26,50 of 85,13 of 62,8 of 9,3 of 5,3 of 3,2 of 5,22 of 46,12 of 58,9 of 15,0 of 2,30 of 36,6 of 12
UFC 88: Breakthrough,Tim Boetsch,Michael Patt,W,L,1,0,15 of 31,9 of 21,48%,42%,18 of 34,11 of 23,0 of 0,0 of 1,---,0%,0,0,0,0,0:05,0:00,11 of 27,3 of 13,3 of 3,1 of 2,1 of 1,5 of 6,8 of 22,7 of 18,1 of 1,2 of 3,6 of 8,0 of 0
UFC 88: Breakthrough,Jason MacDonald,Jason Lambert,W,L,0,0,10 of 18,1 of 5,55%,20%,59 of 74,2 of 6,2 of 2,0 of 0,100%,---,1,2,0,0,5:56,0:00,10 of 18,1 of 5,0 of 0,0 of 0,0 of 0,0 of 0,3 of 8,1 of 3,1 of 2,0 of 2,6 of 8,0 of 0
UFC 88: Breakthrough,Ryo Chonan,Roan Carneiro,W,L,0,0,23 of 58,18 of 38,39%,47%,72 of 111,68 of 92,0 of 0,2 of 6,---,33%,0,1,0,1,7:40,5:19,11 of 43,16 of 36,7 of 9,1 of 1,5 of 6,1 of 1,6 of 17,6 of 17,2 of 4,2 of 3,15 of 37,10 of 18
UFC 87: Seek And Destroy,Georges St-Pierre,Jon Fitch,W,L,3,0,131 of 226,37 of 132,57%,28%,203 of 303,96 of 193,7 of 9,0 of 6,77%,0%,1,0,1,0,11:13,1:52,103 of 193,22 of 109,13 of 17,12 of 19,15 of 16,3 of 4,77 of 151,26 of 107,5 of 5,6 of 18,49 of 70,5 of 7
UFC 87: Seek And Destroy,Brock Lesnar,Heath Herring,W,L,1,0,45 of 52,9 of 21,86%,42%,96 of 107,41 of 55,5 of 6,0 of 0,83%,---,1,0,0,0,11:33,1:55,15 of 22,3 of 14,27 of 27,5 of 6,3 of 3,1 of 1,5 of 10,1 of 7,7 of 7,7 of 11,33 of 35,1 of 3
UFC 87: Seek And Destroy,Rob Emerson,Manvel Gamburyan,W,L,1,0,3 of 3,0 of 3,100%,0%,3 of 3,0 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,3 of 3,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,2 of 2,0 of 3,0 of 0,0 of 0,1 of 1,0 of 0
UFC 87: Seek And Destroy,Kenny Florian,Roger Huerta,W,L,0,0,51 of 99,33 of 103,51%,32%,65 of 113,60 of 132,5 of 7,0 of 5,71%,0%,0,0,0,0,2:27,1:18,38 of 77,19 of 75,6 of 13,2 of 9,7 of 9,12 of 19,29 of 69,23 of 88,10 of 16,5 of 10,12 of 14,5 of 5
UFC 87: Seek And Destroy,Demian Maia,Jason MacDonald,W,L,0,0,30 of 59,7 of 15,50%,46%,103 of 145,36 of 45,2 of 4,0 of 2,50%,0%,3,4,1,1,6:19,5:16,26 of 53,4 of 12,3 of 4,0 of 0,1 of 2,3 of 3,2 of 9,2 of 8,3 of 5,2 of 2,25 of 45,3 of 5
UFC 87: Seek And Destroy,Tamdan McCrory,Luke Cummo,W,L,0,0,26 of 44,11 of 25,59%,44%,44 of 64,42 of 61,4 of 7,1 of 2,57%,50%,7,1,1,0,10:17,2:13,22 of 39,2 of 11,4 of 5,6 of 11,0 of 0,3 of 3,2 of 9,4 of 13,8 of 11,5 of 8,16 of 24,2 of 4
UFC 87: Seek And Destroy,Cheick Kongo,Dan Evensen,W,L,1,0,23 of 34,2 of 9,67%,22%,38 of 50,3 of 10,2 of 2,0 of 0,100%,---,0,2,0,0,3:50,0:00,9 of 16,0 of 6,3 of 4,2 of 3,11 of 14,0 of 0,6 of 11,0 of 7,5 of 6,2 of 2,12 of 17,0 of 0
UFC 87: Seek And Destroy,Jon Jones,Andre Gusmao,W,L,0,0,42 of 102,34 of 84,41%,40%,68 of 129,46 of 98,2 of 5,0 of 1,40%,0%,0,0,0,0,4:16,1:47,25 of 73,11 of 49,16 of 24,11 of 20,1 of 5,12 of 15,13 of 46,19 of 43,26 of 51,15 of 41,3 of 5,0 of 0
UFC 87: Seek And Destroy,Chris Wilson,Steve Bruno,W,L,3,0,47 of 72,5 of 18,65%,27%,111 of 142,8 of 21,2 of 2,1 of 13,100%,7%,2,0,0,0,9:00,1:08,28 of 46,2 of 14,17 of 24,1 of 1,2 of 2,2 of 3,20 of 40,5 of 18,6 of 8,0 of 0,21 of 24,0 of 0
UFC 87: Seek And Destroy,Ben Saunders,Ryan Thomas,W,L,1,0,41 of 58,12 of 53,70%,22%,56 of 74,32 of 78,1 of 1,0 of 7,100%,0%,2,2,0,0,4:08,0:22,22 of 37,7 of 44,16 of 18,2 of 4,3 of 3,3 of 5,31 of 46,9 of 42,4 of 6,3 of 11,6 of 6,0 of 0
UFC: Silva vs Irvin,Anderson Silva,James Irvin,W,L,1,0,13 of 13,0 of 3,100%,0%,13 of 13,0 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:06,0:00,11 of 11,0 of 2,0 of 0,0 of 0,2 of 2,0 of 1,5 of 5,0 of 3,0 of 0,0 of 0,8 of 8,0 of 0
UFC: Silva vs Irvin,Brandon Vera,Reese Andy,W,L,0,0,38 of 74,30 of 53,51%,56%,51 of 89,95 of 118,2 of 4,1 of 5,50%,20%,0,0,0,0,3:08,3:40,17 of 49,8 of 25,12 of 14,2 of 5,9 of 11,20 of 23,12 of 37,19 of 39,22 of 31,10 of 13,4 of 6,1 of 1
UFC: Silva vs Irvin,Frankie Edgar,Hermes Franca,W,L,0,0,69 of 112,18 of 38,61%,47%,124 of 171,63 of 94,10 of 11,0 of 0,90%,---,0,1,0,0,12:08,0:00,51 of 94,13 of 31,11 of 11,2 of 3,7 of 7,3 of 4,10 of 19,14 of 30,5 of 8,4 of 8,54 of 85,0 of 0
UFC: Silva vs Irvin,Cain Velasquez,Jake O'Brien,W,L,0,0,24 of 26,1 of 1,92%,100%,79 of 83,1 of 1,1 of 1,0 of 0,100%,---,0,0,0,0,1:53,0:00,23 of 25,1 of 1,1 of 1,0 of 0,0 of 0,0 of 0,0 of 1,1 of 1,1 of 1,0 of 0,23 of 24,0 of 0
UFC: Silva vs Irvin,Kevin Burns,Anthony Johnson,W,L,0,0,37 of 83,51 of 98,44%,52%,93 of 140,106 of 157,0 of 1,5 of 6,0%,83%,0,0,0,0,0:17,6:47,12 of 50,27 of 71,9 of 11,15 of 16,16 of 22,9 of 11,25 of 66,33 of 71,11 of 16,13 of 16,1 of 1,5 of 11
UFC: Silva vs Irvin,CB Dollaway,Jesse Taylor,W,L,0,0,4 of 7,4 of 13,57%,30%,9 of 12,25 of 40,0 of 1,1 of 3,0%,33%,2,0,1,0,1:19,2:19,2 of 5,2 of 11,1 of 1,1 of 1,1 of 1,1 of 1,0 of 2,0 of 2,3 of 3,3 of 4,1 of 2,1 of 7
UFC: Silva vs Irvin,Tim Credeur,Cale Yarbrough,W,L,1,0,19 of 68,6 of 22,27%,27%,19 of 68,6 of 22,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,19 of 66,2 of 17,0 of 2,2 of 2,0 of 0,2 of 3,17 of 66,6 of 22,0 of 0,0 of 0,2 of 2,0 of 0
UFC: Silva vs Irvin,Rory Markham,Brodie Farber,W,L,1,0,6 of 22,18 of 32,27%,56%,6 of 22,18 of 32,0 of 0,0 of 0,---,---,0,0,0,0,0:01,0:03,5 of 21,16 of 30,1 of 1,0 of 0,0 of 0,2 of 2,5 of 21,17 of 30,1 of 1,1 of 2,0 of 0,0 of 0
